customer_id,referred_a_friend,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue
9150-KPBJQ,No,0,6,None,Yes,29.09,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.65,116.85,0.0,0,174.54,291.39
0052-DCKON,Yes,9,66,None,Yes,43.77,Yes,Yes,Fiber Optic,41,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,115.8,7942.15,0.0,0,2888.82,10830.97
3654-ARMGP,No,0,61,None,Yes,19.58,Yes,Yes,DSL,22,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,88.65,5321.25,0.0,0,1194.38,6515.63
9367-TCUYN,No,0,12,Offer D,Yes,8.82,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.1,223.6,0.0,0,105.84,329.44
2073-QBVBI,Yes,10,41,None,No,0.0,No,Yes,Cable,17,No,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card,35.45,1391.65,0.0,0,0.0,1391.65
6928-ONTRW,Yes,9,72,None,Yes,48.04,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.7,1379.8,0.0,0,3458.88,4838.68
5231-FIQPA,No,0,41,None,Yes,2.32,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.85,810.45,0.0,0,95.12,905.57
6617-WLBQC,Yes,3,23,Offer D,Yes,5.7,Yes,Yes,Fiber Optic,30,Yes,No,No,No,No,No,No,Yes,One Year,No,Credit Card,81.85,1810.85,0.0,0,131.1,1941.95
2599-CIPQE,Yes,4,71,None,Yes,28.47,No,Yes,Fiber Optic,57,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,109.3,7782.85,0.0,70,2021.37,9874.22
7326-RIGQZ,Yes,9,6,None,Yes,38.5,No,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.8,377.85,0.0,0,231.0,608.85
0254-FNMCI,No,0,72,None,Yes,41.91,No,Yes,Fiber Optic,73,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.9,7624.2,0.0,0,3017.52,10641.72
1848-LBZHY,Yes,7,7,None,Yes,33.24,No,Yes,DSL,53,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.3,355.1,0.0,0,232.68,587.78
8118-TJAFG,Yes,1,9,None,Yes,36.94,No,Yes,Fiber Optic,16,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.5,906.85,0.0,0,332.46,1239.31
7298-IZWLY,No,0,1,None,Yes,23.97,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.4,19.4,0.0,0,23.97,43.37
3955-JBZZM,No,0,20,Offer D,Yes,45.39,No,Yes,Fiber Optic,24,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,78.8,1641.3,0.0,0,907.8,2549.1
4815-TUMEQ,No,0,10,Offer D,Yes,45.42,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.3,185.2,0.0,0,454.2,639.4
1561-BWHIN,Yes,1,19,Offer D,Yes,13.13,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.8,344.5,0.0,0,249.47,593.97
9927-DSWDF,Yes,1,22,Offer D,Yes,49.66,No,Yes,Fiber Optic,3,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.6,2180.55,0.0,0,1092.52,3273.07
9500-LTVBP,No,0,35,Offer C,Yes,13.14,Yes,Yes,Fiber Optic,6,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,80.05,2835.9,0.0,0,459.9,3295.8
7252-NTGSS,No,0,1,None,Yes,42.34,No,Yes,DSL,10,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.15,45.15,0.0,0,42.34,87.49
8149-AIQCG,No,0,39,Offer C,Yes,8.69,Yes,Yes,Fiber Optic,24,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,73.15,2730.85,0.0,0,338.91,3069.76
3255-GRXMG,No,0,18,Offer D,Yes,34.07,No,Yes,DSL,28,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,45.65,747.2,0.0,40,613.26,1400.46
4828-FAZPK,Yes,1,16,Offer D,Yes,49.85,Yes,Yes,Fiber Optic,69,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.95,1267.95,0.0,0,797.6,2065.55
3262-EIDHV,Yes,1,72,Offer A,Yes,24.9,Yes,Yes,DSL,19,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,84.7,5893.9,0.0,0,1792.8,7686.7
7354-OIJLX,No,0,9,Offer E,Yes,7.32,Yes,Yes,Fiber Optic,11,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.85,724.65,0.0,0,65.88,790.53
1376-HHBDV,No,0,30,Offer C,Yes,10.74,No,Yes,DSL,13,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.8,1536.75,0.0,0,322.2,1858.95
6133-OZILE,No,0,18,Offer D,No,0.0,No,Yes,DSL,11,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,35.2,607.3,0.0,50,0.0,657.3
7191-ADRGF,Yes,1,44,None,No,0.0,No,Yes,Cable,18,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,54.3,2390.45,0.0,0,0.0,2390.45
5018-LXQQG,Yes,1,30,Offer C,Yes,16.48,No,Yes,DSL,17,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,66.3,1923.5,0.0,0,494.4,2417.9
6892-BOGQE,No,0,71,Offer A,Yes,14.91,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.9,1493.2,0.0,0,1058.61,2551.81
1746-TGTWV,Yes,1,1,Offer E,Yes,38.89,No,Yes,Fiber Optic,9,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,75.35,75.35,0.0,0,38.89,114.24
2821-WARNZ,No,0,49,None,Yes,45.64,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.45,921.3,0.0,0,2236.36,3157.66
4879-GZLFH,Yes,10,42,None,Yes,17.75,No,Yes,Fiber Optic,53,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92.15,3875.4,0.0,0,745.5,4620.9
8314-HTWVE,Yes,2,7,Offer E,Yes,35.26,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.85,144.15,0.0,0,246.82,390.97
9402-ROUMJ,Yes,10,67,Offer A,Yes,3.04,Yes,Yes,Fiber Optic,30,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.25,6689.0,0.0,0,203.68,6892.68
2507-QZPQS,No,0,15,None,Yes,9.97,Yes,Yes,Fiber Optic,47,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,95.7,1451.1,0.0,0,149.55,1600.65
7159-NOKYQ,Yes,5,67,Offer A,Yes,17.4,Yes,Yes,Fiber Optic,11,No,Yes,Yes,No,No,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,93.15,6368.2,0.0,90,1165.8,7624.0
5707-ZMDJP,Yes,3,53,None,Yes,31.69,No,Yes,DSL,16,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,69.7,3729.6,0.0,0,1679.57,5409.17
8779-YIQQA,Yes,10,21,None,Yes,18.0,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.8,350.1,0.0,0,378.0,728.1
7074-STDCN,No,0,39,Offer C,No,0.0,No,Yes,Cable,26,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,40.6,1494.5,0.0,0,0.0,1494.5
8739-QOTTN,Yes,3,2,Offer E,Yes,5.42,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,41.85,0.0,0,10.84,52.69
1399-OUPJN,Yes,3,57,None,Yes,12.26,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.75,1272.05,0.0,0,698.82,1970.87
0277-BKSQP,Yes,10,8,Offer E,Yes,1.56,No,Yes,DSL,57,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.4,475.1,0.0,0,12.48,487.58
5774-XZTQC,Yes,3,7,Offer E,Yes,5.84,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.45,150.75,0.0,0,40.88,191.63
2676-SSLTO,No,0,49,None,Yes,17.77,Yes,Yes,DSL,13,No,No,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,66.15,3199.0,0.0,0,870.73,4069.73
0363-SVHYR,Yes,10,71,Offer A,Yes,10.11,Yes,Yes,DSL,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,86.85,6263.8,0.0,0,717.81,6981.61
6591-QGOYB,No,0,17,None,Yes,38.78,Yes,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.65,1672.1,0.0,0,659.26,2331.36
9070-BCKQP,Yes,5,72,Offer A,Yes,23.7,Yes,Yes,Fiber Optic,85,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.15,7881.2,0.0,0,1706.4,9587.6
6421-SZVEM,Yes,4,28,Offer C,Yes,16.13,No,Yes,Fiber Optic,69,Yes,No,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,82.85,2320.8,0.0,0,451.64,2772.44
1328-EUZHC,Yes,4,18,None,Yes,25.54,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.1,370.5,0.0,0,459.72,830.22
8878-RYUKI,No,0,52,None,Yes,9.37,No,Yes,DSL,59,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,59.45,3043.7,0.0,0,487.24,3530.94
7811-JIVPF,No,0,23,None,Yes,42.26,No,Yes,Cable,2,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,49.7,1081.25,0.0,150,971.98,2203.23
7113-HIPFI,Yes,10,66,Offer A,Yes,26.91,No,Yes,Cable,30,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,65.85,4097.05,0.0,0,1776.06,5873.11
8541-QVFKM,No,0,8,None,Yes,17.3,Yes,Yes,Fiber Optic,41,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.5,632.2,0.0,0,138.4,770.6
9258-CNWAC,Yes,2,71,Offer A,Yes,4.32,Yes,Yes,Fiber Optic,41,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,113.65,8166.8,0.0,0,306.72,8473.52
6374-AFWOX,Yes,3,46,None,Yes,46.71,No,Yes,Cable,41,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,65.65,3047.15,0.0,0,2148.66,5195.81
6034-YMTOB,No,0,5,None,Yes,29.75,No,Yes,Fiber Optic,6,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.65,399.45,0.0,0,148.75,548.2
4353-HYOJD,Yes,5,27,Offer C,Yes,19.32,No,Yes,DSL,30,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,49.85,1336.15,0.0,0,521.64,1857.79
7267-FRMJW,Yes,1,25,Offer C,Yes,4.57,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.1,486.05,0.0,0,114.25,600.3
4188-FRABG,Yes,4,57,None,Yes,31.79,Yes,Yes,Fiber Optic,13,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,103.05,5925.75,0.0,0,1812.03,7737.78
0620-DLSLK,No,0,13,None,Yes,34.18,No,Yes,Fiber Optic,19,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,81.9,1028.9,0.0,0,444.34,1473.24
3850-OKINF,No,0,71,Offer A,Yes,37.03,Yes,Yes,DSL,26,Yes,No,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,66.2,4692.55,0.0,0,2629.13,7321.68
1156-ZFYDO,No,0,1,None,Yes,37.62,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.75,19.75,0.0,0,37.62,57.37
5549-ZGHFB,Yes,3,50,None,Yes,22.3,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.95,1261.45,0.0,0,1115.0,2376.45
7577-SWIFR,No,0,1,None,Yes,16.64,No,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.25,89.25,0.0,0,16.64,105.89
6408-OTUBZ,No,0,66,Offer A,Yes,16.39,Yes,Yes,Fiber Optic,26,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,104.55,6779.05,0.0,0,1081.74,7860.79
3727-OVPRY,Yes,3,66,Offer A,Yes,42.84,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,25.7,1714.55,0.0,0,2827.44,4541.99
3797-FKOGQ,No,0,11,None,Yes,5.84,Yes,Yes,Fiber Optic,10,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,86.2,893.2,0.0,30,64.24,987.44
6196-HBOBZ,Yes,9,65,None,Yes,30.44,Yes,Yes,Fiber Optic,20,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,99.35,6347.55,0.0,0,1978.6,8326.15
3970-XGJDU,No,0,62,None,Yes,24.03,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.2,1123.65,0.0,0,1489.86,2613.51
5562-YJQGT,No,0,2,None,Yes,2.46,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,35.1,0.0,0,4.92,40.02
8807-OPMBM,Yes,1,55,Offer B,Yes,1.44,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.65,1388.0,0.0,0,79.2,1467.2
8109-YUOHE,No,0,17,None,Yes,36.47,No,Yes,Cable,15,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,56.1,946.95,0.0,0,619.99,1566.94
5840-NVDCG,Yes,10,16,None,Yes,20.12,No,Yes,Cable,30,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,68.25,1114.85,0.0,0,321.92,1436.77
8092-NLTGF,No,0,72,Offer A,Yes,29.29,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.75,1777.6,0.0,0,2108.88,3886.48
5928-QLDHB,No,0,9,None,Yes,34.75,Yes,Yes,Fiber Optic,3,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.25,684.85,0.0,0,312.75,997.6
9840-EFJQB,No,0,1,None,Yes,24.41,No,Yes,Fiber Optic,4,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.35,74.35,0.0,0,24.41,98.76
4801-KFYKL,No,0,8,None,Yes,1.95,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.45,159.2,0.0,0,15.6,174.8
3472-OAOOR,Yes,3,19,None,No,0.0,No,Yes,Cable,52,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,34.95,610.2,0.0,0,0.0,610.2
6135-OZQVA,No,0,7,Offer E,Yes,40.42,Yes,Yes,Cable,17,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,53.65,404.35,0.0,0,282.94,687.29
4188-PCPIG,Yes,1,57,Offer B,Yes,48.0,No,Yes,Cable,24,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,70.35,4124.65,0.0,0,2736.0,6860.65
7105-BENQF,No,0,15,None,Yes,43.69,No,Yes,DSL,29,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,64.85,950.75,0.0,0,655.35,1606.1
7721-DVEKZ,No,0,1,Offer E,Yes,23.67,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.65,19.65,0.0,0,23.67,43.32
3566-VVORZ,No,0,12,None,Yes,30.79,No,Yes,DSL,4,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.9,505.95,0.0,0,369.48,875.43
9507-HSMMZ,No,0,54,Offer B,Yes,27.3,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.0,1149.65,0.0,0,1474.2,2623.85
2480-SQIOB,Yes,1,4,Offer E,Yes,25.9,No,Yes,DSL,19,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.8,169.65,0.0,0,103.6,273.25
7813-TKCVO,Yes,1,20,None,Yes,27.96,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.35,393.15,0.0,0,559.2,952.35
0128-MKWSG,No,0,26,None,No,0.0,No,Yes,DSL,19,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,45.8,1147.0,0.0,0,0.0,1147.0
4350-ZTLPI,Yes,1,53,Offer B,Yes,18.0,Yes,Yes,Fiber Optic,20,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,108.95,5718.2,0.0,0,954.0,6672.2
5727-MYATE,Yes,1,72,Offer A,Yes,20.63,Yes,Yes,DSL,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,90.8,6397.6,0.0,0,1485.36,7882.96
3823-KYNQY,No,0,12,Offer D,Yes,25.57,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,24.95,280.4,0.0,0,306.84,587.24
3021-VLNRJ,No,0,50,Offer B,Yes,37.52,No,Yes,DSL,71,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,70.8,3478.15,0.0,0,1876.0,5354.15
6907-FLBER,No,0,1,Offer E,Yes,34.02,Yes,Yes,DSL,24,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,54.3,54.3,0.0,10,34.02,98.32
5982-PSMKW,Yes,1,23,Offer D,Yes,27.97,Yes,Yes,Cable,51,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,91.1,2198.3,0.0,0,643.31,2841.61
3507-GASNP,No,0,60,Offer B,Yes,16.59,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.95,1189.9,0.0,0,995.4,2185.3
7096-ZNBZI,Yes,1,72,Offer A,Yes,22.22,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,26.45,1914.5,0.0,0,1599.84,3514.34
7566-DSRLQ,Yes,7,72,Offer A,Yes,12.85,Yes,Yes,Fiber Optic,24,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,110.15,7998.8,0.0,70,925.2,8994.0
7245-JMTTQ,No,0,51,Offer B,Yes,43.79,Yes,Yes,Fiber Optic,82,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,111.5,5703.25,0.0,0,2233.29,7936.54
6050-IJRHS,Yes,2,70,Offer A,Yes,5.93,Yes,Yes,Fiber Optic,19,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106.5,7397.0,0.0,0,415.1,7812.1
6202-JVYEU,No,0,9,None,Yes,4.02,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.9,164.6,0.0,0,36.18,200.78
8591-TKMZH,Yes,1,59,Offer B,Yes,46.1,Yes,Yes,Fiber Optic,57,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,111.1,6555.2,0.0,0,2719.9,9275.1
0734-OXWBT,No,0,3,Offer E,Yes,25.04,No,Yes,Cable,17,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,70.7,225.65,0.0,0,75.12,300.77
0365-TRTPY,No,0,37,None,Yes,11.73,Yes,Yes,Fiber Optic,30,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,91.2,3382.3,0.0,0,434.01,3816.31
7349-ALMUX,No,0,37,None,Yes,38.43,No,Yes,Cable,30,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,65.6,2313.8,0.0,0,1421.91,3735.71
6502-KUGLL,Yes,4,14,Offer D,Yes,42.64,No,Yes,DSL,69,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.45,780.85,0.0,0,596.96,1377.81
1841-YSJGV,Yes,9,72,Offer A,Yes,40.78,Yes,Yes,Fiber Optic,22,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,109.95,7852.4,0.0,0,2936.16,10788.56
3511-BFTJW,Yes,8,72,Offer A,No,0.0,No,Yes,DSL,82,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,38.5,2763.0,0.0,0,0.0,2763.0
2923-ARZLG,Yes,5,10,Offer E,Yes,46.23,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.7,197.54,0.0,0,462.3,659.84
2282-YGNOR,No,0,29,None,Yes,14.46,No,Yes,DSL,25,Yes,No,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,58.0,1734.5,0.0,0,419.34,2153.84
6854-EXGSF,No,0,8,Offer E,Yes,8.73,Yes,Yes,DSL,28,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,65.5,573.15,0.0,0,69.84,642.99
1241-EZFMJ,Yes,2,61,Offer B,Yes,11.53,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.45,1538.6,0.0,0,703.33,2241.93
5376-PCKNB,Yes,5,72,Offer A,Yes,17.49,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,104.45,7459.0,0.0,130,1259.28,8848.28
3589-PPVKW,No,0,9,Offer E,Yes,38.65,No,Yes,DSL,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.4,348.15,0.0,0,347.85,696.0
4299-SIMNS,No,0,9,Offer E,Yes,34.34,Yes,Yes,Fiber Optic,6,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,81.15,784.45,0.0,50,309.06,1143.51
7025-IWFHT,No,0,41,Offer B,Yes,45.22,No,Yes,Fiber Optic,15,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,89.55,3729.75,0.0,0,1854.02,5583.77
7841-FCRQD,Yes,1,33,None,Yes,15.45,No,Yes,Cable,59,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,53.75,1857.3,0.0,0,509.85,2367.15
6233-HXJMX,No,0,45,Offer B,Yes,13.82,Yes,Yes,Fiber Optic,8,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,89.3,4192.15,0.0,0,621.9,4814.05
5115-GZDEL,No,0,72,None,No,0.0,No,Yes,Cable,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,67.2,4671.7,0.0,0,0.0,4671.7
3338-CVVEH,No,0,12,Offer D,Yes,13.88,Yes,Yes,Fiber Optic,8,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,94.55,1173.55,0.0,0,166.56,1340.11
8486-AYEQH,No,0,31,None,Yes,38.78,Yes,Yes,Fiber Optic,59,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.05,2227.8,0.0,0,1202.18,3429.98
2495-KZNFB,No,0,33,None,Yes,16.76,Yes,Yes,Fiber Optic,85,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.65,2989.6,0.0,0,553.08,3542.68
4560-WQAQW,No,0,59,Offer B,Yes,28.32,Yes,Yes,DSL,9,Yes,No,No,Yes,No,Yes,Yes,No,One Year,No,Bank Withdrawal,68.7,4070.95,0.0,150,1670.88,5891.83
4274-DRSQT,No,0,66,None,Yes,31.93,Yes,Yes,Fiber Optic,15,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,88.9,6000.1,0.0,0,2107.38,8107.48
2027-DNKIV,Yes,1,37,None,Yes,35.67,No,Yes,DSL,76,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,58.75,2203.1,0.0,0,1319.79,3522.89
5424-RLQLC,No,0,10,Offer D,Yes,1.48,No,Yes,DSL,25,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,59.65,638.95,0.0,90,14.8,743.75
2725-IWWBA,Yes,9,46,Offer B,Yes,38.45,No,Yes,DSL,15,Yes,No,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,56.9,2560.1,0.0,0,1768.7,4328.8
0394-YONDK,No,0,70,None,Yes,1.22,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.15,1790.15,0.0,0,85.4,1875.55
6574-MCOEH,Yes,2,33,None,Yes,31.59,Yes,Yes,Cable,18,No,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,79.15,2531.4,0.0,20,1042.47,3593.87
7399-QHBJS,Yes,8,72,None,Yes,22.62,Yes,Yes,Cable,27,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,66.75,4760.3,0.0,0,1628.64,6388.94
9479-HYNYL,Yes,8,71,None,Yes,43.61,No,Yes,Cable,27,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,80.7,5705.05,0.0,0,3096.31,8801.36
9708-KFDBY,No,0,1,Offer E,Yes,7.32,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.55,20.55,0.0,0,7.32,27.87
0774-RMNUW,Yes,6,71,Offer A,No,0.0,No,Yes,Cable,19,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,59.7,4122.65,0.0,0,0.0,4122.65
1334-PDUKM,Yes,5,68,Offer A,Yes,9.76,Yes,Yes,Fiber Optic,15,No,Yes,Yes,No,No,No,No,No,One Year,No,Credit Card,86.45,5762.95,0.0,150,663.68,6576.63
