customer_id,gender,age,under_30,senior_citizen,married,dependents,number_of_dependents,referred_a_friend,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,churn_value
3812-LRZIR,Female,51,No,No,Yes,Yes,1,Yes,1,27,None,Yes,35.52,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.5,761.95,0.0,0,959.04,1720.99,0
1086-LXKFY,Female,46,No,No,Yes,No,0,Yes,1,1,Offer E,Yes,16.55,No,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.1,69.1,0.0,0,16.55,85.65,1
8865-TNMNX,Male,53,No,No,Yes,No,0,Yes,6,10,Offer D,Yes,26.17,No,Yes,DSL,7,No,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,49.55,475.7,0.0,0,261.7,737.4,0
9646-NMHXE,Male,63,No,No,Yes,No,0,Yes,7,47,None,Yes,6.54,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.65,973.1,0.0,0,307.38,1280.48,0
5989-OMNJE,Female,42,No,No,Yes,No,0,Yes,6,24,None,No,0.0,No,Yes,DSL,27,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,57.6,1367.75,0.0,0,0.0,1367.75,0
6516-NKQBO,Male,28,Yes,No,Yes,No,0,Yes,1,38,None,Yes,22.05,No,Yes,Cable,73,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,81.0,3084.9,0.0,0,837.9,3922.8,0
7881-EVUAD,Female,49,No,No,No,No,0,No,0,2,Offer E,No,0.0,No,Yes,DSL,21,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,42.6,72.4,0.0,0,0.0,72.4,1
9013-AQORL,Female,26,Yes,No,No,Yes,2,No,0,48,Offer B,No,0.0,No,Yes,DSL,48,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,45.55,2108.35,0.0,0,0.0,2108.35,0
3654-ARMGP,Female,60,No,No,No,No,0,No,0,61,None,Yes,19.58,Yes,Yes,DSL,22,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,88.65,5321.25,0.0,0,1194.38,6515.63,0
3283-WCWXT,Male,58,No,No,Yes,Yes,3,Yes,8,6,Offer E,Yes,31.73,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,25.4,153.3,0.0,0,190.38,343.68,0
9606-PBKBQ,Male,69,No,Yes,Yes,No,0,Yes,1,32,None,Yes,5.99,Yes,Yes,Fiber Optic,23,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.0,2642.05,49.57,0,191.68,2784.16,1
0829-DDVLK,Female,58,No,No,No,No,0,No,0,15,None,Yes,9.74,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.1,302.45,0.0,0,146.1,448.55,0
6772-KSATR,Male,31,No,No,No,No,0,No,0,1,Offer E,Yes,9.81,Yes,Yes,Fiber Optic,28,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.7,81.7,0.0,0,9.81,91.51,1
2458-EOMRE,Female,19,Yes,No,No,No,0,No,0,11,Offer D,Yes,40.96,No,Yes,DSL,52,Yes,No,Yes,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,64.05,733.95,0.0,90,450.56,1274.51,0
8937-RDTHP,Male,40,No,No,No,Yes,1,No,0,1,None,Yes,26.85,No,Yes,Fiber Optic,11,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,84.6,84.6,0.0,0,26.85,111.45,1
7602-DBTOU,Female,46,No,No,Yes,No,0,Yes,2,71,None,Yes,37.83,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.6,1416.5,0.0,0,2685.93,4102.43,0
6215-NQCPY,Male,53,No,No,No,No,0,No,0,15,Offer D,Yes,10.12,Yes,Yes,Fiber Optic,15,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.7,1566.75,0.0,0,151.8,1718.55,0
3771-PZOBW,Male,38,No,No,No,No,0,No,0,20,Offer D,Yes,25.41,Yes,Yes,Fiber Optic,27,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,90.7,1781.35,0.0,0,508.2,2289.55,0
3717-FDJFU,Male,19,Yes,No,No,Yes,1,No,0,5,Offer E,Yes,29.15,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.45,106.9,0.0,0,145.75,252.65,0
2429-AYKKO,Male,52,No,No,No,No,0,No,0,72,Offer A,Yes,3.43,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.85,1434.1,0.0,0,246.96,1681.06,0
8441-SHIPE,Female,53,No,No,No,No,0,No,0,67,None,Yes,16.72,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,25.6,1790.35,46.06,0,1120.24,2864.53,0
1298-PHBTI,Male,40,No,No,Yes,Yes,3,Yes,9,71,None,Yes,33.67,Yes,Yes,Fiber Optic,75,No,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,84.8,6152.4,0.0,0,2390.57,8542.97,0
6897-RWMUB,Male,23,Yes,No,Yes,Yes,2,Yes,2,61,None,Yes,42.31,No,Yes,DSL,59,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,68.05,4158.25,0.0,0,2580.91,6739.16,0
6035-BXTTY,Female,69,No,Yes,No,No,0,No,0,32,None,Yes,19.92,No,Yes,DSL,14,No,Yes,No,Yes,No,No,No,No,One Year,No,Bank Withdrawal,54.65,1830.1,0.0,10,637.44,2477.54,0
1091-SOZGA,Female,27,Yes,No,Yes,No,0,Yes,1,56,None,Yes,42.37,Yes,Yes,Fiber Optic,71,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,99.8,5515.45,0.0,0,2372.72,7888.17,0
9644-KVCNC,Female,49,No,No,No,No,0,No,0,66,Offer A,Yes,19.68,Yes,Yes,Fiber Optic,28,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,92.15,6056.9,0.0,0,1298.88,7355.78,0
6047-SUHPR,Male,60,No,No,Yes,Yes,2,Yes,5,39,None,Yes,13.8,No,Yes,DSL,13,Yes,Yes,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,59.8,2343.85,0.0,140,538.2,3022.05,0
7569-NMZYQ,Female,33,No,No,Yes,Yes,3,Yes,1,72,None,Yes,41.14,Yes,Yes,Fiber Optic,53,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,118.75,8672.45,0.0,0,2962.08,11634.53,0
9095-HFAFX,Female,61,No,No,No,No,0,No,0,5,Offer E,Yes,20.2,No,Yes,Fiber Optic,23,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,81.0,389.6,0.0,10,101.0,500.6,1
4547-LYTDD,Female,35,No,No,No,No,0,No,0,16,Offer D,Yes,46.99,Yes,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,72.65,1194.3,0.0,0,751.84,1946.14,1
5701-SVCWR,Female,45,No,No,No,Yes,1,No,0,1,Offer E,Yes,32.95,Yes,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,24.0,24.0,0.0,0,32.95,56.95,0
2669-OIDSD,Female,58,No,No,Yes,No,0,Yes,3,48,Offer B,Yes,1.02,No,Yes,Fiber Optic,2,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,100.05,4834.0,37.45,0,48.96,4845.51,0
6898-RBTLU,Female,47,No,No,Yes,Yes,1,Yes,9,49,Offer B,Yes,16.6,Yes,Yes,DSL,14,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,79.3,3902.45,0.0,0,813.4,4715.85,0
6114-TCFID,Female,47,No,No,No,No,0,No,0,29,None,No,0.0,No,Yes,Cable,28,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card,39.5,1082.75,0.0,0,0.0,1082.75,0
1248-DYXUB,Male,42,No,No,Yes,Yes,3,Yes,1,52,Offer B,Yes,40.33,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.8,1229.1,0.0,0,2097.16,3326.26,0
4616-ULAOA,Female,33,No,No,Yes,Yes,2,Yes,1,65,Offer B,Yes,45.21,Yes,Yes,Fiber Optic,19,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.8,7245.9,0.0,0,2938.65,10184.55,0
2038-YSEZE,Female,48,No,No,No,No,0,No,0,29,Offer C,Yes,13.74,Yes,Yes,DSL,2,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,67.45,1801.1,0.0,0,398.46,2199.56,0
3522-CDKHF,Female,21,Yes,No,Yes,No,0,Yes,6,32,Offer C,Yes,19.3,No,Yes,Fiber Optic,47,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.5,2324.7,0.0,0,617.6,2942.3,0
7274-RTAPZ,Male,20,Yes,No,No,No,0,No,0,1,Offer E,Yes,7.15,No,Yes,Fiber Optic,48,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.55,90.55,0.0,0,7.15,97.7,1
3551-HUAZH,Male,68,No,Yes,No,No,0,No,0,1,Offer E,Yes,11.08,Yes,Yes,Fiber Optic,12,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.4,74.4,0.0,0,11.08,85.48,1
1809-DMJHQ,Female,56,No,No,No,Yes,1,No,0,5,None,Yes,23.89,No,Yes,DSL,14,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,46.0,221.7,0.0,0,119.45,341.15,1
9702-AIUJO,Male,22,Yes,No,Yes,Yes,2,Yes,10,50,None,Yes,36.61,No,Yes,DSL,41,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,44.8,2230.85,36.22,0,1830.5,4025.13,0
1910-FMXJM,Female,59,No,No,Yes,No,0,Yes,8,36,None,Yes,49.33,No,Yes,Fiber Optic,23,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,80.4,2937.65,0.0,0,1775.88,4713.53,0
5125-CNDSP,Male,48,No,No,No,No,0,No,0,63,Offer B,No,0.0,No,Yes,DSL,28,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,40.6,2588.95,0.0,0,0.0,2588.95,0
4581-SSPWD,Female,63,No,No,No,No,0,No,0,3,Offer E,Yes,5.2,Yes,Yes,Fiber Optic,23,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,75.8,246.3,0.0,10,15.6,271.9,1
2506-TNFCO,Female,76,No,Yes,Yes,No,0,Yes,1,1,None,Yes,12.46,No,Yes,Fiber Optic,22,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.55,69.55,0.0,0,12.46,82.01,1
6408-WHTEF,Male,45,No,No,Yes,Yes,2,Yes,7,72,None,Yes,2.75,Yes,Yes,DSL,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,89.4,6376.55,0.0,0,198.0,6574.55,0
4742-DRORA,Male,59,No,No,Yes,No,0,Yes,5,60,Offer B,Yes,5.43,Yes,Yes,Fiber Optic,29,Yes,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,95.4,5812.0,0.0,0,325.8,6137.8,0
0880-TKATG,Male,21,Yes,No,Yes,No,0,Yes,3,4,Offer E,Yes,9.56,Yes,Yes,Fiber Optic,48,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,101.15,385.9,0.0,0,38.24,424.14,1
6752-APNJL,Male,30,No,No,Yes,Yes,1,Yes,7,42,None,Yes,18.93,No,Yes,DSL,73,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,54.5,2301.15,0.0,0,795.06,3096.21,0
2805-EDJPQ,Female,45,No,No,Yes,No,0,Yes,9,56,None,Yes,20.53,Yes,Yes,Fiber Optic,19,No,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,99.75,5608.4,0.0,0,1149.68,6758.08,0
7326-RIGQZ,Male,48,No,No,Yes,Yes,3,Yes,9,6,None,Yes,38.5,No,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.8,377.85,0.0,0,231.0,608.85,0
6217-KDYWC,Male,58,No,No,No,No,0,No,0,57,None,Yes,5.71,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.6,1170.55,0.0,0,325.47,1496.02,0
1450-SKCVI,Female,22,Yes,No,No,No,0,No,0,56,None,Yes,35.59,No,Yes,Fiber Optic,69,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,73.85,4092.85,0.0,0,1993.04,6085.89,1
2794-XIMMO,Male,61,No,No,Yes,No,0,Yes,1,53,None,No,0.0,No,Yes,DSL,13,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,60.45,3184.25,0.0,0,0.0,3184.25,1
9103-CXVOK,Male,31,No,No,Yes,Yes,2,Yes,8,1,None,Yes,30.38,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.75,19.75,0.0,0,30.38,50.13,0
7088-FBAWU,Female,22,Yes,No,Yes,Yes,2,Yes,8,17,Offer D,Yes,44.9,No,Yes,DSL,47,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,74.55,1215.8,0.0,0,763.3,1979.1,0
9300-AGZNL,Male,76,No,Yes,No,No,0,No,0,1,None,Yes,21.85,Yes,Yes,Fiber Optic,29,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.0,94.0,0.0,0,21.85,115.85,1
8490-BXHEO,Male,67,No,Yes,No,No,0,No,0,18,None,Yes,38.79,Yes,Yes,Fiber Optic,14,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,80.55,1411.65,0.0,0,698.22,2109.87,0
0383-CLDDA,Female,42,No,No,No,No,0,No,0,69,Offer A,Yes,18.47,Yes,Yes,DSL,28,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,85.35,5897.4,0.0,0,1274.43,7171.83,0
8861-HGGKB,Female,57,No,No,No,No,0,No,0,10,None,Yes,17.65,Yes,Yes,Fiber Optic,20,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,86.45,830.85,0.0,0,176.5,1007.35,1
5110-CHOPY,Female,61,No,No,No,No,0,No,0,60,None,No,0.0,No,Yes,Cable,4,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,53.6,3237.05,0.0,0,0.0,3237.05,0
1066-JKSGK,Male,29,Yes,No,No,No,0,No,0,1,None,Yes,33.58,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.15,20.15,0.0,0,33.58,53.73,1
7577-SWIFR,Male,49,No,No,No,No,0,No,0,1,None,Yes,16.64,No,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.25,89.25,0.0,0,16.64,105.89,0
9207-ZPANB,Male,42,No,No,No,No,0,No,0,37,Offer C,Yes,13.04,Yes,Yes,DSL,14,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,67.45,2443.3,0.0,0,482.48,2925.78,0
2972-YDYUW,Female,47,No,No,No,No,0,No,0,57,None,Yes,38.94,Yes,Yes,Fiber Optic,7,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,94.7,5468.95,0.0,0,2219.58,7688.53,0
8510-AWCXC,Female,69,No,Yes,No,No,0,No,0,13,Offer D,Yes,7.22,Yes,Yes,Fiber Optic,28,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.8,1308.1,0.0,0,93.86,1401.96,1
5451-YHYPW,Female,75,No,Yes,Yes,No,0,Yes,2,72,Offer A,Yes,44.89,Yes,Yes,Fiber Optic,24,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Credit Card,115.75,8443.7,0.0,120,3232.08,11795.78,0
0390-DCFDQ,Female,76,No,Yes,Yes,Yes,2,Yes,1,1,Offer E,Yes,15.28,No,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,70.45,70.45,0.0,0,15.28,85.73,1
2673-ZALNP,Female,29,Yes,No,No,No,0,No,0,7,Offer E,Yes,16.2,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.9,173.15,0.0,0,113.4,286.55,0
7426-WEIJX,Male,71,No,Yes,Yes,Yes,1,Yes,10,60,None,Yes,18.23,Yes,Yes,Fiber Optic,11,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,80.95,4859.1,49.53,0,1093.8,5903.37,0
2070-FNEXE,Female,77,No,Yes,No,Yes,2,No,0,7,Offer E,Yes,26.95,No,Yes,Fiber Optic,18,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,76.45,503.6,11.05,0,188.65,681.2,1
0939-YAPAF,Female,44,No,No,No,No,0,No,0,35,Offer C,Yes,10.49,Yes,Yes,Fiber Optic,17,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.25,3527.6,0.0,0,367.15,3894.75,1
6035-RIIOM,Female,39,No,No,No,No,0,No,0,54,None,Yes,31.55,Yes,Yes,Fiber Optic,8,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,97.2,5129.45,0.0,0,1703.7,6833.15,0
6202-JVYEU,Male,28,Yes,No,No,No,0,No,0,9,None,Yes,4.02,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.9,164.6,0.0,0,36.18,200.78,0
5208-HFSBT,Female,47,No,No,No,No,0,No,0,2,Offer E,Yes,42.55,No,Yes,DSL,30,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55.05,102.75,0.0,0,85.1,187.85,1
3374-PZLXD,Male,31,No,No,No,No,0,No,0,34,Offer C,Yes,36.52,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.7,675.6,0.0,0,1241.68,1917.28,0
6686-YPGHK,Male,65,No,Yes,No,No,0,No,0,47,None,Yes,36.58,No,Yes,Fiber Optic,20,Yes,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Credit Card,85.5,4042.3,0.0,50,1719.26,5811.56,1
9787-XVQIU,Male,38,No,No,No,No,0,No,0,1,Offer E,Yes,39.44,Yes,Yes,Fiber Optic,18,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,75.3,75.3,0.0,0,39.44,114.74,1
9891-NQDBD,Female,22,Yes,No,Yes,No,0,Yes,7,28,None,Yes,43.36,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,25.55,672.2,0.0,0,1214.08,1886.28,0
4778-IZARL,Male,46,No,No,Yes,No,0,Yes,8,63,None,Yes,3.18,No,Yes,Fiber Optic,15,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.1,6705.7,0.0,0,200.34,6906.04,0
6807-SIWJI,Male,47,No,No,No,No,0,No,0,38,Offer C,Yes,4.34,Yes,Yes,Fiber Optic,26,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.85,3887.25,0.0,0,164.92,4052.17,0
6993-YCOBK,Male,48,No,No,Yes,Yes,3,Yes,1,60,None,Yes,40.36,Yes,Yes,Fiber Optic,76,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,110.6,6586.85,36.38,80,2421.6,9052.07,0
9643-AVVWI,Female,49,No,No,Yes,Yes,3,Yes,2,3,None,Yes,19.18,No,Yes,Fiber Optic,22,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.0,241.3,0.0,0,57.54,298.84,0
5522-NYKPB,Male,26,Yes,No,Yes,Yes,3,No,0,25,Offer C,Yes,11.79,No,Yes,Fiber Optic,59,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,85.9,2199.05,0.0,0,294.75,2493.8,0
2722-VOJQL,Male,30,No,No,No,No,0,No,0,64,None,Yes,24.23,Yes,Yes,Fiber Optic,73,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.65,6903.1,0.0,0,1550.72,8453.82,1
0827-ITJPH,Male,33,No,No,No,No,0,No,0,36,Offer C,Yes,8.5,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,18.55,689.0,0.0,0,306.0,995.0,0
7147-AYBAA,Male,62,No,No,No,No,0,No,0,37,None,Yes,28.84,No,Yes,Fiber Optic,25,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.35,2552.9,0.0,0,1067.08,3619.98,0
3279-DYZQM,Male,21,Yes,No,Yes,Yes,3,Yes,6,71,None,Yes,11.3,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,19.45,1378.45,0.0,0,802.3,2180.75,0
9386-LDCZR,Male,19,Yes,No,No,No,0,No,0,43,Offer B,Yes,36.78,No,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,90.65,3882.3,0.0,0,1581.54,5463.84,0
5498-TXHLF,Female,39,No,No,Yes,No,0,Yes,1,34,None,Yes,40.78,Yes,Yes,Fiber Optic,4,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,87.45,2874.15,0.0,0,1386.52,4260.67,1
5307-UVGNB,Female,40,No,No,Yes,Yes,3,Yes,5,53,None,No,0.0,No,Yes,Cable,25,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,48.7,2495.2,0.0,0,0.0,2495.2,0
8670-MEFCP,Female,23,Yes,No,Yes,Yes,2,Yes,7,36,None,Yes,40.54,Yes,Yes,Cable,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,92.9,3379.25,0.0,0,1459.44,4838.69,0
7208-PSIHR,Female,50,No,No,Yes,No,0,Yes,9,70,None,Yes,5.46,Yes,Yes,Fiber Optic,30,No,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,104.3,7188.5,0.0,30,382.2,7600.7,0
1271-UODNO,Male,60,No,No,No,No,0,No,0,39,None,Yes,5.4,Yes,Yes,DSL,16,No,No,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,53.85,2200.7,46.66,0,210.6,2364.64,0
1950-KSVVJ,Female,57,No,No,Yes,No,0,Yes,1,45,Offer B,Yes,33.54,Yes,Yes,Fiber Optic,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Mailed Check,113.3,5032.25,0.0,0,1509.3,6541.55,0
2368-GAKKQ,Female,28,Yes,No,No,No,0,No,0,70,Offer A,Yes,17.32,Yes,Yes,Fiber Optic,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,113.65,7939.25,0.0,0,1212.4,9151.65,0
4351-QLCSU,Female,47,No,No,No,No,0,No,0,1,None,Yes,32.74,No,Yes,DSL,26,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,55.0,55.0,0.0,0,32.74,87.74,1
7696-CFTAT,Male,24,Yes,No,Yes,Yes,3,No,0,37,None,Yes,8.21,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.8,726.1,0.0,0,303.77,1029.87,0
2985-FMWYF,Female,46,No,No,No,No,0,No,0,23,Offer D,Yes,18.12,Yes,Yes,Fiber Optic,23,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.5,2341.55,0.0,0,416.76,2758.31,0
2293-IJWPS,Female,39,No,No,Yes,No,0,Yes,5,57,Offer B,Yes,3.72,Yes,Yes,Fiber Optic,11,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,100.75,5985.0,0.0,0,212.04,6197.04,0
5827-MWCZK,Male,39,No,No,Yes,Yes,3,Yes,4,56,Offer B,Yes,23.52,Yes,Yes,Fiber Optic,53,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,96.95,5432.2,0.0,0,1317.12,6749.32,0
3428-XZMAZ,Male,64,No,No,No,No,0,No,0,1,None,Yes,45.86,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.35,69.35,0.0,0,45.86,115.21,1
0060-FUALY,Female,60,No,No,Yes,No,0,Yes,4,59,Offer B,Yes,16.39,Yes,Yes,Fiber Optic,14,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.75,5597.65,0.0,0,967.01,6564.66,0
2800-VEQXM,Female,48,No,No,No,No,0,No,0,3,None,Yes,12.5,No,Yes,Fiber Optic,4,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,74.75,238.1,38.84,0,37.5,236.76,0
2482-CZGBB,Male,41,No,No,No,No,0,No,0,10,None,Yes,27.28,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.0,740.0,0.0,0,272.8,1012.8,1
3842-QTGDL,Male,59,No,No,Yes,No,0,Yes,8,16,None,Yes,46.0,No,Yes,Fiber Optic,30,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.75,1321.3,0.0,0,736.0,2057.3,0
2718-GAXQD,Female,68,No,Yes,Yes,Yes,3,Yes,1,4,Offer E,Yes,42.13,No,Yes,Cable,52,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,46.0,181.6,0.0,0,168.52,350.12,1
9391-EOYLI,Male,77,No,Yes,Yes,No,0,Yes,1,12,Offer D,Yes,6.97,No,Yes,Fiber Optic,19,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.45,950.2,0.0,0,83.64,1033.84,1
5376-DEQCP,Female,48,No,No,No,No,0,No,0,1,None,Yes,27.12,No,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.6,70.6,0.0,0,27.12,97.72,1
