paperless_billing,internet_service,online_security,premium_tech_support,unlimited_data,age_bins,family_size_bins,number_of_referrals_bins,contract,offer,payment_method,internet_type,total_of_services_add,tenure_in_months_bins,monthly_charge,churn_value
No,Yes,No,Yes,Yes,2,1,3,Two Year,Offer B,Bank Withdrawal,DSL,6,3,79.3,0
No,Yes,Yes,Yes,Yes,2,0,0,One Year,None,Credit Card,Cable,5,3,39.5,0
No,No,No,No,No,2,2,0,Two Year,Offer B,Credit Card,None,2,3,24.8,0
Yes,Yes,No,Yes,Yes,1,1,0,Two Year,Offer B,Credit Card,Fiber Optic,7,4,110.8,0
No,Yes,Yes,Yes,Yes,2,0,0,Month-to-Month,Offer C,Credit Card,DSL,7,3,67.45,0
Yes,Yes,Yes,No,Yes,0,0,3,Month-to-Month,Offer C,Bank Withdrawal,Fiber Optic,4,3,75.5,0
Yes,Yes,No,No,Yes,0,0,0,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,3,0,90.55,1
Yes,Yes,No,No,Yes,4,0,0,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,4,0,74.4,1
No,Yes,No,No,Yes,3,0,0,Month-to-Month,None,Mailed Check,DSL,3,0,46.0,1
Yes,Yes,No,No,Yes,0,1,3,One Year,None,Bank Withdrawal,DSL,3,3,44.8,0
No,Yes,No,No,Yes,3,0,3,Month-to-Month,None,Bank Withdrawal,Fiber Optic,3,3,80.4,0
Yes,Yes,Yes,Yes,Yes,2,0,0,One Year,Offer B,Bank Withdrawal,DSL,5,4,40.6,0
Yes,Yes,No,No,No,3,0,0,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,3,0,75.8,1
Yes,Yes,No,No,Yes,4,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,3,0,69.55,1
Yes,Yes,Yes,Yes,Yes,2,1,3,Two Year,None,Credit Card,DSL,8,4,89.4,0
Yes,Yes,Yes,No,Yes,3,0,2,One Year,Offer B,Bank Withdrawal,Fiber Optic,6,3,95.4,0
No,Yes,No,No,Yes,0,0,2,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,5,0,101.15,1
No,Yes,Yes,No,Yes,0,1,3,Month-to-Month,None,Credit Card,DSL,5,3,54.5,0
Yes,Yes,No,Yes,Yes,2,0,3,One Year,None,Credit Card,Fiber Optic,7,3,99.75,0
Yes,Yes,No,No,Yes,2,2,3,Month-to-Month,None,Bank Withdrawal,Fiber Optic,3,0,69.8,0
Yes,No,No,No,No,3,0,0,Two Year,None,Credit Card,None,1,3,19.6,0
Yes,Yes,No,No,Yes,0,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,3,73.85,1
Yes,Yes,No,Yes,Yes,3,0,0,One Year,None,Bank Withdrawal,DSL,5,3,60.45,1
No,No,No,No,No,1,1,3,Month-to-Month,None,Bank Withdrawal,None,1,0,19.75,0
No,Yes,Yes,No,Yes,0,1,3,Month-to-Month,Offer D,Credit Card,DSL,5,2,74.55,0
Yes,Yes,No,No,Yes,4,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,0,94.0,1
Yes,Yes,No,No,Yes,4,0,0,Month-to-Month,None,Credit Card,Fiber Optic,5,2,80.55,0
Yes,Yes,Yes,Yes,Yes,2,0,0,Two Year,Offer A,Credit Card,DSL,7,4,85.35,0
No,Yes,No,No,Yes,3,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,1,86.45,1
No,Yes,Yes,No,Yes,3,0,0,Two Year,None,Bank Withdrawal,Cable,4,3,53.6,0
No,No,No,No,No,0,0,0,Month-to-Month,None,Credit Card,None,1,0,20.15,1
Yes,Yes,No,No,Yes,2,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,3,0,89.25,0
No,Yes,Yes,Yes,Yes,2,0,0,One Year,Offer C,Bank Withdrawal,DSL,8,3,67.45,0
No,Yes,No,Yes,Yes,2,0,0,One Year,None,Bank Withdrawal,Fiber Optic,6,3,94.7,0
Yes,Yes,Yes,No,Yes,4,0,0,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,5,2,100.8,1
Yes,Yes,Yes,Yes,No,4,0,1,Two Year,Offer A,Credit Card,Fiber Optic,7,4,115.75,0
Yes,Yes,No,No,Yes,4,1,0,Month-to-Month,Offer E,Mailed Check,Fiber Optic,3,0,70.45,1
No,No,No,No,No,0,0,0,One Year,Offer E,Credit Card,None,1,1,19.9,0
Yes,Yes,Yes,No,Yes,4,1,3,Two Year,None,Bank Withdrawal,Fiber Optic,5,3,80.95,0
No,Yes,Yes,No,No,4,1,0,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,3,1,76.45,1
Yes,Yes,No,No,Yes,2,0,0,Month-to-Month,Offer C,Bank Withdrawal,Fiber Optic,5,3,100.25,1
Yes,Yes,No,No,Yes,1,0,0,Two Year,None,Bank Withdrawal,Fiber Optic,5,3,97.2,0
Yes,No,No,No,No,0,0,0,One Year,None,Bank Withdrawal,None,1,1,19.9,0
Yes,Yes,No,Yes,Yes,2,0,0,Month-to-Month,Offer E,Credit Card,DSL,5,0,55.05,1
No,No,No,No,No,1,0,0,Month-to-Month,Offer C,Credit Card,None,1,3,19.7,0
No,Yes,Yes,No,No,3,0,0,Month-to-Month,None,Credit Card,Fiber Optic,3,3,85.5,1
Yes,Yes,No,No,No,1,0,0,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,3,0,75.3,1
No,No,No,No,No,0,0,3,One Year,None,Mailed Check,None,2,3,25.55,0
Yes,Yes,Yes,Yes,Yes,2,0,3,Two Year,None,Credit Card,Fiber Optic,7,4,110.1,0
Yes,Yes,Yes,No,Yes,2,0,0,One Year,Offer C,Bank Withdrawal,Fiber Optic,6,3,104.85,0
Yes,Yes,Yes,Yes,No,2,2,0,Two Year,None,Bank Withdrawal,Fiber Optic,6,3,110.6,0
Yes,Yes,No,Yes,Yes,2,2,1,Month-to-Month,None,Bank Withdrawal,Fiber Optic,5,0,80.0,0
No,Yes,No,Yes,Yes,0,2,0,Month-to-Month,Offer C,Bank Withdrawal,Fiber Optic,4,3,85.9,0
Yes,Yes,No,Yes,Yes,0,0,0,One Year,None,Credit Card,Fiber Optic,6,4,105.65,1
Yes,No,No,No,No,1,0,0,Two Year,Offer C,Credit Card,None,1,3,18.55,0
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,None,Credit Card,Fiber Optic,3,3,70.35,0
No,No,No,No,No,0,2,3,Two Year,None,Mailed Check,None,1,4,19.45,0
Yes,Yes,Yes,Yes,Yes,0,0,0,One Year,Offer B,Credit Card,Fiber Optic,7,3,90.65,0
No,Yes,No,No,Yes,1,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,5,3,87.45,1
Yes,Yes,Yes,No,Yes,1,2,2,Month-to-Month,None,Bank Withdrawal,Cable,5,3,48.7,0
Yes,Yes,Yes,Yes,Yes,0,1,3,Two Year,None,Credit Card,Cable,8,3,92.9,0
Yes,Yes,No,Yes,No,2,0,3,Two Year,None,Bank Withdrawal,Fiber Optic,5,4,104.3,0
Yes,Yes,No,Yes,Yes,3,0,0,Two Year,None,Credit Card,DSL,5,3,53.85,0
No,Yes,Yes,Yes,Yes,3,0,0,One Year,Offer B,Mailed Check,Fiber Optic,8,3,113.3,0
Yes,Yes,Yes,Yes,Yes,0,0,0,Two Year,Offer A,Bank Withdrawal,Fiber Optic,8,4,113.65,0
Yes,Yes,No,No,Yes,2,0,0,Month-to-Month,None,Credit Card,DSL,3,0,55.0,1
No,No,No,No,No,0,2,0,Two Year,None,Bank Withdrawal,None,1,3,19.8,0
Yes,Yes,No,No,Yes,2,0,0,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,4,2,93.5,0
Yes,Yes,No,No,Yes,1,0,2,One Year,Offer B,Credit Card,Fiber Optic,5,3,100.75,0
Yes,Yes,No,Yes,Yes,1,2,2,Month-to-Month,Offer B,Credit Card,Fiber Optic,6,3,96.95,0
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,3,0,69.35,1
Yes,Yes,Yes,No,Yes,3,0,2,Month-to-Month,Offer B,Bank Withdrawal,Fiber Optic,6,3,94.75,0
Yes,Yes,No,No,Yes,2,0,0,Month-to-Month,None,Mailed Check,Fiber Optic,4,0,74.75,0
Yes,Yes,No,No,Yes,2,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,3,1,70.0,1
No,Yes,Yes,No,Yes,3,0,3,Month-to-Month,None,Bank Withdrawal,Fiber Optic,5,2,80.75,0
No,Yes,No,No,Yes,4,2,0,Month-to-Month,Offer E,Bank Withdrawal,Cable,3,0,46.0,1
Yes,Yes,No,No,Yes,4,0,0,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,3,1,80.45,1
Yes,Yes,No,No,Yes,2,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,3,0,70.6,1
No,No,No,No,No,1,1,0,Month-to-Month,Offer E,Credit Card,None,1,1,20.4,0
No,Yes,No,Yes,Yes,3,0,3,One Year,None,Bank Withdrawal,DSL,6,3,70.25,0
Yes,Yes,No,Yes,Yes,4,0,0,Month-to-Month,Offer C,Bank Withdrawal,Fiber Optic,6,3,104.9,1
Yes,Yes,No,No,No,3,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,2,2,70.0,1
No,No,No,No,No,3,0,0,Two Year,Offer B,Bank Withdrawal,None,2,3,24.9,0
Yes,Yes,No,Yes,Yes,3,1,3,One Year,None,Credit Card,DSL,6,2,78.65,0
Yes,Yes,Yes,Yes,Yes,1,0,0,One Year,Offer C,Bank Withdrawal,DSL,6,3,79.95,0
Yes,Yes,Yes,Yes,Yes,2,2,3,Month-to-Month,None,Bank Withdrawal,DSL,7,1,75.7,0
Yes,Yes,Yes,Yes,Yes,1,0,3,One Year,Offer B,Bank Withdrawal,Fiber Optic,7,4,100.15,0
No,No,No,No,No,2,0,0,Month-to-Month,Offer E,Bank Withdrawal,None,1,0,20.65,0
No,No,No,No,No,3,1,2,One Year,Offer C,Mailed Check,None,1,2,20.25,0
Yes,Yes,No,Yes,Yes,3,0,0,Month-to-Month,None,Credit Card,DSL,4,4,53.4,0
Yes,Yes,Yes,Yes,Yes,0,0,0,Month-to-Month,None,Credit Card,Fiber Optic,7,3,108.45,0
Yes,Yes,No,No,Yes,1,0,0,Month-to-Month,Offer C,Bank Withdrawal,Fiber Optic,5,3,80.35,1
No,No,No,No,No,3,0,0,Month-to-Month,None,Bank Withdrawal,None,1,0,19.95,1
No,No,No,No,No,4,0,3,Two Year,Offer A,Bank Withdrawal,None,2,4,23.95,0
Yes,Yes,No,No,Yes,0,0,0,Month-to-Month,Offer E,Bank Withdrawal,DSL,4,0,49.9,0
Yes,Yes,Yes,No,Yes,3,0,0,Two Year,None,Bank Withdrawal,Fiber Optic,7,4,99.15,0
No,No,No,No,No,0,0,0,Two Year,Offer B,Credit Card,None,1,3,19.5,0
Yes,Yes,No,No,Yes,3,0,0,Two Year,None,Bank Withdrawal,Fiber Optic,4,0,74.45,0
Yes,Yes,No,No,Yes,4,0,0,Month-to-Month,Offer E,Bank Withdrawal,Cable,3,0,69.25,1
Yes,Yes,No,No,Yes,3,0,0,Two Year,Offer B,Bank Withdrawal,DSL,4,3,55.0,0
Yes,Yes,No,No,Yes,4,0,0,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,5,0,90.6,1
No,No,No,No,No,2,0,0,Two Year,None,Mailed Check,None,1,2,19.6,0
No,Yes,No,Yes,No,1,1,0,Month-to-Month,None,Bank Withdrawal,DSL,4,2,55.15,1
Yes,Yes,No,Yes,No,0,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,3,89.85,0
No,Yes,No,No,Yes,0,0,0,Month-to-Month,Offer C,Bank Withdrawal,Cable,3,3,45.45,0
Yes,Yes,No,No,Yes,1,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,3,1,81.45,0
Yes,Yes,Yes,Yes,Yes,0,0,0,Two Year,None,Bank Withdrawal,DSL,7,3,84.3,0
Yes,Yes,Yes,No,Yes,3,0,3,One Year,Offer B,Mailed Check,Fiber Optic,6,3,104.4,0
No,No,No,No,No,3,1,2,Two Year,None,Credit Card,None,1,2,20.05,0
No,No,No,No,No,3,0,2,Two Year,None,Credit Card,None,1,4,19.3,0
No,Yes,Yes,Yes,No,0,0,0,One Year,None,Bank Withdrawal,DSL,6,3,64.75,0
Yes,Yes,No,No,No,2,2,3,Month-to-Month,None,Bank Withdrawal,Fiber Optic,3,3,86.1,0
No,Yes,Yes,No,Yes,1,0,2,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,4,2,84.05,1
No,Yes,No,Yes,Yes,2,0,0,Two Year,None,Bank Withdrawal,Fiber Optic,7,4,109.2,0
Yes,Yes,No,Yes,Yes,1,1,3,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,1,75.85,0
No,No,No,No,No,0,1,3,One Year,None,Credit Card,None,1,4,19.1,0
Yes,Yes,Yes,No,Yes,1,1,0,Month-to-Month,Offer D,Mailed Check,Fiber Optic,5,2,87.9,0
No,No,No,No,No,4,0,0,One Year,None,Bank Withdrawal,None,2,3,25.2,0
No,No,No,No,No,3,0,2,One Year,None,Bank Withdrawal,None,1,4,20.85,0
Yes,Yes,No,Yes,Yes,0,0,0,Two Year,None,Bank Withdrawal,Fiber Optic,6,3,95.1,0
No,No,No,No,No,0,1,0,One Year,None,Bank Withdrawal,None,1,3,20.3,0
Yes,Yes,Yes,No,Yes,0,0,0,One Year,Offer B,Bank Withdrawal,Fiber Optic,7,3,99.0,0
Yes,Yes,No,No,Yes,4,0,0,Two Year,Offer B,Bank Withdrawal,Fiber Optic,5,4,89.6,0
Yes,Yes,Yes,Yes,Yes,2,0,0,Two Year,None,Credit Card,DSL,5,4,39.15,0
Yes,Yes,No,No,No,4,0,3,One Year,Offer A,Credit Card,Fiber Optic,5,4,105.75,0
No,No,No,No,No,1,0,0,Two Year,Offer A,Bank Withdrawal,None,2,4,24.25,0
Yes,Yes,No,No,Yes,0,0,0,Month-to-Month,Offer E,Credit Card,Fiber Optic,5,1,99.3,0
Yes,Yes,Yes,No,No,0,0,1,Two Year,Offer A,Bank Withdrawal,Fiber Optic,6,4,109.65,0
Yes,Yes,Yes,Yes,No,4,0,0,Month-to-Month,None,Credit Card,Fiber Optic,5,2,96.3,1
No,No,No,No,No,3,0,0,Month-to-Month,Offer E,Mailed Check,None,1,0,19.35,1
No,Yes,Yes,No,Yes,0,0,3,One Year,Offer A,Mailed Check,DSL,7,4,75.1,0
Yes,No,No,No,No,3,1,0,One Year,Offer C,Credit Card,None,1,3,20.15,0
Yes,Yes,No,No,Yes,0,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,6,3,105.9,1
Yes,Yes,Yes,Yes,No,2,0,0,Month-to-Month,Offer B,Bank Withdrawal,DSL,6,3,74.65,0
Yes,Yes,No,No,Yes,3,0,3,Month-to-Month,None,Credit Card,DSL,4,2,34.3,0
No,No,No,No,No,3,0,0,Two Year,None,Credit Card,None,1,3,20.65,0
Yes,Yes,No,Yes,Yes,1,1,1,One Year,None,Credit Card,DSL,5,3,55.1,0
No,Yes,No,Yes,No,1,1,2,Two Year,Offer A,Credit Card,Fiber Optic,6,4,110.9,0
Yes,Yes,Yes,Yes,Yes,0,1,0,Two Year,None,Credit Card,Fiber Optic,8,3,116.15,0
No,Yes,No,No,No,2,0,0,Month-to-Month,Offer D,Credit Card,DSL,2,1,45.2,0
Yes,Yes,No,No,Yes,2,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,1,76.25,0
Yes,Yes,Yes,Yes,Yes,2,0,0,Two Year,None,Credit Card,Cable,8,4,81.5,0
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,None,Credit Card,Fiber Optic,5,2,80.55,0
No,No,No,No,No,3,1,3,Two Year,None,Credit Card,None,1,3,20.25,0
Yes,Yes,No,Yes,Yes,3,0,0,Month-to-Month,Offer E,Credit Card,DSL,4,0,50.8,0
Yes,Yes,No,No,Yes,3,2,2,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,3,2,80.15,0
Yes,Yes,No,No,Yes,3,1,3,One Year,Offer C,Bank Withdrawal,Fiber Optic,3,3,70.4,0
Yes,Yes,No,No,Yes,4,0,0,Month-to-Month,None,Bank Withdrawal,DSL,3,0,30.4,1
No,Yes,No,No,Yes,3,1,3,Month-to-Month,None,Credit Card,DSL,6,3,80.1,0
No,Yes,Yes,Yes,Yes,2,0,0,Two Year,None,Credit Card,DSL,6,2,54.85,0
No,Yes,Yes,Yes,No,1,1,3,Two Year,Offer B,Bank Withdrawal,Cable,4,4,48.7,0
Yes,Yes,Yes,Yes,Yes,2,0,0,One Year,Offer B,Credit Card,DSL,6,3,62.55,0
Yes,Yes,No,No,No,2,0,2,Two Year,Offer A,Bank Withdrawal,Fiber Optic,5,4,93.15,0
Yes,Yes,No,No,Yes,0,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,3,76.05,0
Yes,Yes,No,No,Yes,2,0,0,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,4,2,83.2,1
No,No,No,No,No,3,0,0,Month-to-Month,Offer E,Credit Card,None,1,0,20.2,0
No,Yes,Yes,Yes,Yes,3,0,3,Two Year,Offer B,Credit Card,DSL,7,3,85.5,0
Yes,Yes,No,Yes,Yes,0,0,0,One Year,None,Credit Card,Cable,5,3,65.4,1
Yes,Yes,No,No,Yes,0,0,0,Month-to-Month,None,Credit Card,Fiber Optic,4,0,85.45,1
Yes,No,No,No,No,0,1,0,Month-to-Month,None,Bank Withdrawal,None,2,2,25.25,0
Yes,No,No,No,No,1,0,0,Month-to-Month,Offer E,Credit Card,None,1,0,20.0,0
Yes,No,No,No,No,3,0,0,Month-to-Month,Offer E,Credit Card,None,1,0,19.75,0
No,Yes,Yes,No,Yes,2,0,0,Month-to-Month,None,Credit Card,Fiber Optic,4,3,94.65,1
Yes,Yes,Yes,Yes,No,0,2,2,Two Year,Offer B,Bank Withdrawal,Cable,6,3,86.75,0
No,Yes,Yes,No,Yes,1,1,0,One Year,Offer B,Credit Card,Cable,4,3,35.4,0
No,No,No,No,No,3,0,0,Month-to-Month,Offer D,Credit Card,None,2,2,24.7,0
No,Yes,Yes,No,Yes,2,0,0,One Year,Offer B,Bank Withdrawal,DSL,5,4,56.15,0
Yes,Yes,Yes,Yes,Yes,3,0,0,Two Year,Offer A,Credit Card,Fiber Optic,8,4,111.95,0
Yes,Yes,No,Yes,Yes,4,1,3,One Year,Offer C,Bank Withdrawal,DSL,5,3,76.05,0
Yes,Yes,No,No,Yes,4,0,0,Month-to-Month,None,Bank Withdrawal,Cable,3,3,39.3,1
No,Yes,No,No,Yes,1,0,0,One Year,Offer A,Bank Withdrawal,Cable,6,4,87.4,1
No,Yes,Yes,No,Yes,0,0,0,Month-to-Month,None,Mailed Check,DSL,5,4,54.45,0
Yes,Yes,Yes,Yes,Yes,2,0,0,Two Year,None,Bank Withdrawal,DSL,6,3,78.8,0
Yes,Yes,Yes,Yes,Yes,0,0,1,Month-to-Month,Offer A,Bank Withdrawal,Fiber Optic,7,4,107.7,0
Yes,Yes,No,No,No,4,0,0,Month-to-Month,Offer D,Credit Card,Fiber Optic,2,1,79.15,0
Yes,Yes,Yes,Yes,Yes,1,0,0,Month-to-Month,None,Credit Card,DSL,5,0,64.4,0
Yes,Yes,No,No,Yes,3,0,0,Two Year,Offer C,Bank Withdrawal,Fiber Optic,4,3,93.6,0
Yes,Yes,No,No,Yes,4,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,5,2,98.75,1
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,1,84.9,1
Yes,Yes,No,No,Yes,1,0,0,Month-to-Month,None,Credit Card,DSL,4,2,49.3,0
No,Yes,Yes,Yes,Yes,3,0,0,One Year,Offer C,Credit Card,Fiber Optic,8,3,116.25,0
No,Yes,Yes,No,No,3,2,0,Month-to-Month,Offer E,Credit Card,Cable,4,0,55.9,1
No,No,No,No,No,4,0,2,One Year,None,Credit Card,None,1,1,19.85,0
No,No,No,No,No,1,0,0,Month-to-Month,Offer C,Bank Withdrawal,None,1,3,19.9,0
No,Yes,No,No,Yes,0,1,0,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,4,1,85.95,0
No,Yes,No,No,Yes,1,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,6,3,107.55,0
Yes,Yes,Yes,Yes,Yes,3,0,0,Two Year,None,Bank Withdrawal,DSL,7,4,86.5,0
No,Yes,No,Yes,Yes,1,0,0,Month-to-Month,None,Bank Withdrawal,DSL,4,3,34.3,0
Yes,Yes,No,No,Yes,0,0,0,One Year,Offer D,Credit Card,Cable,5,2,75.3,1
Yes,No,No,No,No,1,2,0,Month-to-Month,None,Bank Withdrawal,None,1,0,19.6,1
Yes,Yes,No,No,No,3,0,0,Month-to-Month,Offer C,Bank Withdrawal,Fiber Optic,5,2,84.85,0
Yes,Yes,No,Yes,No,3,0,1,Month-to-Month,None,Credit Card,Fiber Optic,4,3,91.5,0
No,Yes,No,No,No,4,0,0,One Year,Offer C,Credit Card,Fiber Optic,2,2,70.0,0
No,Yes,No,No,Yes,4,0,2,One Year,None,Bank Withdrawal,Cable,4,3,51.65,0
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,Offer E,Credit Card,DSL,3,0,44.3,0
No,No,No,No,No,1,2,3,Two Year,None,Credit Card,None,1,3,20.1,0
Yes,No,No,No,No,3,0,0,Month-to-Month,None,Credit Card,None,1,0,19.3,1
Yes,Yes,Yes,Yes,Yes,1,1,2,Two Year,None,Credit Card,Fiber Optic,7,4,109.5,0
Yes,Yes,No,No,No,0,0,0,Month-to-Month,None,Credit Card,Fiber Optic,2,2,80.0,0
Yes,Yes,Yes,No,Yes,1,0,0,One Year,None,Credit Card,Fiber Optic,5,3,100.05,0
Yes,Yes,No,No,Yes,4,0,0,One Year,None,Bank Withdrawal,Fiber Optic,6,4,106.25,1
No,Yes,No,No,Yes,2,1,3,Month-to-Month,None,Credit Card,DSL,3,3,50.6,0
No,Yes,Yes,Yes,Yes,3,0,0,Two Year,None,Bank Withdrawal,Cable,8,4,68.75,0
Yes,Yes,No,Yes,Yes,3,0,0,Month-to-Month,None,Bank Withdrawal,Cable,5,3,64.65,0
No,Yes,No,No,Yes,3,0,0,Month-to-Month,Offer E,Credit Card,Cable,3,0,43.95,1
No,No,No,No,No,2,1,3,Two Year,None,Bank Withdrawal,None,1,3,20.25,0
Yes,Yes,No,No,Yes,4,0,0,Month-to-Month,Offer E,Credit Card,DSL,5,0,56.55,0
No,No,No,No,No,2,1,3,Month-to-Month,None,Mailed Check,None,1,2,20.2,0
Yes,Yes,No,Yes,Yes,4,0,0,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,4,2,94.45,1
Yes,Yes,No,Yes,Yes,2,2,1,Two Year,Offer A,Bank Withdrawal,Fiber Optic,7,4,112.25,0
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,None,Credit Card,Fiber Optic,6,3,104.5,1
Yes,Yes,No,Yes,No,4,0,0,Month-to-Month,None,Bank Withdrawal,Cable,2,1,29.65,1
No,No,No,No,No,1,1,0,Two Year,Offer A,Bank Withdrawal,None,1,4,19.8,0
Yes,Yes,No,Yes,Yes,2,0,0,Month-to-Month,Offer C,Bank Withdrawal,Cable,4,3,34.85,0
Yes,Yes,Yes,No,Yes,0,0,0,Month-to-Month,None,Mailed Check,DSL,5,3,55.25,1
No,No,No,No,No,1,0,0,Month-to-Month,Offer E,Credit Card,None,1,0,19.4,0
No,No,No,No,No,0,0,0,Month-to-Month,Offer E,Bank Withdrawal,None,1,1,20.0,1
Yes,Yes,No,Yes,Yes,2,0,3,Two Year,None,Credit Card,Cable,4,4,59.8,0
No,No,No,No,No,1,0,0,One Year,None,Mailed Check,None,1,3,19.95,0
No,No,No,No,No,2,2,2,Two Year,Offer A,Credit Card,None,2,4,24.9,0
No,No,No,No,No,1,1,3,Two Year,Offer B,Credit Card,None,2,3,24.55,0
No,Yes,No,No,Yes,1,1,3,Month-to-Month,Offer C,Credit Card,DSL,4,3,49.9,0
Yes,Yes,Yes,Yes,Yes,4,0,3,Two Year,Offer A,Credit Card,Fiber Optic,8,4,116.75,0
Yes,No,No,No,No,3,0,0,Month-to-Month,None,Mailed Check,None,1,0,21.05,0
Yes,No,No,No,No,3,0,0,Month-to-Month,None,Credit Card,None,1,0,19.95,0
No,Yes,No,No,No,0,0,3,Month-to-Month,None,Bank Withdrawal,Cable,4,3,54.1,0
Yes,No,No,No,No,3,0,0,Month-to-Month,None,Mailed Check,None,1,0,20.2,1
No,Yes,Yes,No,Yes,3,0,3,Month-to-Month,None,Credit Card,Cable,5,0,55.7,0
No,Yes,Yes,Yes,Yes,4,0,0,Two Year,Offer A,Credit Card,Cable,7,4,74.1,0
No,Yes,Yes,No,Yes,2,0,0,One Year,None,Credit Card,Cable,6,3,70.2,0
Yes,Yes,No,No,Yes,3,0,0,One Year,Offer B,Bank Withdrawal,Fiber Optic,5,3,90.25,0
No,Yes,Yes,Yes,Yes,3,0,0,Two Year,Offer A,Bank Withdrawal,DSL,6,4,64.45,0
No,Yes,No,No,Yes,3,0,0,One Year,Offer D,Bank Withdrawal,Fiber Optic,4,1,95.7,0
Yes,Yes,No,Yes,Yes,2,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,3,96.2,1
Yes,Yes,No,No,Yes,4,0,0,Two Year,None,Credit Card,DSL,3,1,45.75,0
Yes,Yes,Yes,No,Yes,3,0,0,Month-to-Month,None,Bank Withdrawal,DSL,5,3,75.95,0
Yes,Yes,No,Yes,Yes,1,0,0,Month-to-Month,None,Mailed Check,Fiber Optic,4,0,74.3,0
No,Yes,No,No,Yes,0,0,0,Month-to-Month,None,Bank Withdrawal,DSL,4,0,50.4,0
Yes,Yes,No,No,Yes,3,0,1,Month-to-Month,Offer C,Bank Withdrawal,Fiber Optic,6,2,104.65,1
No,Yes,No,Yes,No,3,0,0,Month-to-Month,None,Credit Card,DSL,2,0,30.55,0
Yes,No,No,No,No,3,1,0,Two Year,None,Bank Withdrawal,None,2,1,24.0,0
No,Yes,No,No,No,2,0,0,One Year,None,Credit Card,Fiber Optic,4,4,79.6,0
Yes,Yes,No,No,No,1,0,0,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,2,1,69.35,1
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,None,Bank Withdrawal,DSL,2,1,24.95,0
No,Yes,No,No,Yes,3,0,0,One Year,Offer E,Bank Withdrawal,DSL,2,1,24.1,1
Yes,Yes,No,No,Yes,1,1,1,Month-to-Month,None,Bank Withdrawal,DSL,3,0,44.5,0
No,Yes,Yes,Yes,Yes,1,1,3,Two Year,None,Bank Withdrawal,Cable,6,2,68.25,0
Yes,No,No,No,No,3,0,0,Month-to-Month,Offer E,Mailed Check,None,1,1,20.7,0
Yes,Yes,Yes,No,Yes,0,0,0,Month-to-Month,None,Credit Card,DSL,5,0,55.8,0
No,Yes,No,No,Yes,2,0,3,Month-to-Month,Offer E,Bank Withdrawal,DSL,5,0,65.6,0
Yes,Yes,Yes,Yes,Yes,0,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,6,3,105.5,0
Yes,No,No,No,No,3,0,0,Two Year,None,Bank Withdrawal,None,1,2,19.55,0
No,Yes,Yes,Yes,Yes,3,0,0,One Year,Offer C,Credit Card,DSL,6,3,70.6,0
Yes,Yes,No,No,No,3,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,4,89.95,1
