online_security,paperless_billing,contract,internet_type,offer,payment_method,age_bins,family_size_bins,number_of_referrals_bins,tenure_in_months_bins,total_of_services_add,monthly_charge,churn_value
Yes,No,Month-to-Month,DSL,Offer D,Bank Withdrawal,0,0,0,1,4,64.05,0
Yes,Yes,Month-to-Month,Fiber Optic,None,Credit Card,2,1,0,0,4,84.6,1
No,No,Two Year,None,None,Credit Card,2,1,2,6,1,19.6,0
Yes,Yes,Month-to-Month,Fiber Optic,Offer D,Bank Withdrawal,3,0,0,2,5,99.7,0
No,Yes,Month-to-Month,Fiber Optic,Offer D,Credit Card,1,0,0,2,5,90.7,0
No,No,Two Year,None,Offer E,Credit Card,0,1,0,0,1,20.45,0
No,No,Two Year,None,Offer A,Bank Withdrawal,3,0,0,6,1,19.85,0
No,Yes,Two Year,None,None,Bank Withdrawal,3,0,0,6,2,25.6,0
No,Yes,Two Year,Fiber Optic,None,Bank Withdrawal,2,3,3,6,6,84.8,0
Yes,Yes,Two Year,DSL,None,Bank Withdrawal,0,2,2,6,7,68.05,0
No,No,One Year,DSL,None,Bank Withdrawal,4,0,0,3,4,54.65,0
No,Yes,One Year,Fiber Optic,None,Credit Card,0,1,1,5,5,99.8,0
No,Yes,One Year,Fiber Optic,Offer A,Bank Withdrawal,2,0,0,6,5,92.15,0
Yes,No,One Year,DSL,None,Bank Withdrawal,3,2,3,4,5,59.8,0
Yes,Yes,Two Year,Fiber Optic,None,Bank Withdrawal,1,3,1,6,8,118.75,0
No,Yes,Month-to-Month,Fiber Optic,Offer E,Credit Card,3,0,0,0,2,81.0,1
No,No,Month-to-Month,Fiber Optic,Offer D,Bank Withdrawal,1,0,0,2,4,72.65,1
No,No,Month-to-Month,None,Offer E,Credit Card,2,1,0,0,2,24.0,0
No,Yes,Month-to-Month,Fiber Optic,Offer B,Credit Card,3,1,2,5,5,100.05,0
No,No,Two Year,DSL,Offer B,Bank Withdrawal,2,2,3,5,6,79.3,0
Yes,No,One Year,Cable,None,Credit Card,2,0,0,3,5,39.5,0
No,No,Two Year,None,Offer B,Credit Card,2,3,1,5,2,24.8,0
No,Yes,Two Year,Fiber Optic,Offer B,Credit Card,1,2,1,6,7,110.8,0
Yes,No,Month-to-Month,DSL,Offer C,Credit Card,2,0,0,3,7,67.45,0
Yes,Yes,Month-to-Month,Fiber Optic,Offer C,Bank Withdrawal,0,1,3,3,4,75.5,0
No,Yes,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,0,0,0,0,3,90.55,1
No,Yes,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,4,0,0,0,4,74.4,1
No,No,Month-to-Month,DSL,None,Mailed Check,3,1,0,0,3,46.0,1
No,Yes,One Year,DSL,None,Bank Withdrawal,0,2,3,5,3,44.8,0
No,No,Month-to-Month,Fiber Optic,None,Bank Withdrawal,3,1,3,4,3,80.4,0
Yes,Yes,One Year,DSL,Offer B,Bank Withdrawal,2,0,0,6,5,40.6,0
No,Yes,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,3,0,0,0,3,75.8,1
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,4,1,1,0,3,69.55,1
Yes,Yes,Two Year,DSL,None,Credit Card,2,2,3,6,8,89.4,0
Yes,Yes,One Year,Fiber Optic,Offer B,Bank Withdrawal,3,1,3,6,6,95.4,0
No,No,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,0,1,2,0,5,101.15,1
Yes,No,Month-to-Month,DSL,None,Credit Card,1,2,3,4,5,54.5,0
No,Yes,One Year,Fiber Optic,None,Credit Card,2,1,3,5,7,99.75,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,2,3,3,1,3,69.8,0
No,Yes,Two Year,None,None,Credit Card,3,0,0,5,1,19.6,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,0,0,0,5,4,73.85,1
No,Yes,One Year,DSL,None,Bank Withdrawal,3,1,1,5,5,60.45,1
No,No,Month-to-Month,None,None,Bank Withdrawal,1,2,3,0,1,19.75,0
Yes,No,Month-to-Month,DSL,Offer D,Credit Card,0,2,3,2,5,74.55,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,4,0,0,0,4,94.0,1
No,Yes,Month-to-Month,Fiber Optic,None,Credit Card,4,0,0,2,5,80.55,0
Yes,Yes,Two Year,DSL,Offer A,Credit Card,2,0,0,6,7,85.35,0
No,No,Month-to-Month,Fiber Optic,None,Bank Withdrawal,3,0,0,1,4,86.45,1
Yes,No,Two Year,Cable,None,Bank Withdrawal,3,0,0,6,4,53.6,0
No,No,Month-to-Month,None,None,Credit Card,0,0,0,0,1,20.15,1
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,2,0,0,0,3,89.25,0
Yes,No,One Year,DSL,Offer C,Bank Withdrawal,2,0,0,4,8,67.45,0
No,No,One Year,Fiber Optic,None,Bank Withdrawal,2,0,0,5,6,94.7,0
Yes,Yes,Month-to-Month,Fiber Optic,Offer D,Bank Withdrawal,4,0,0,2,5,100.8,1
Yes,Yes,Two Year,Fiber Optic,Offer A,Credit Card,4,1,2,6,7,115.75,0
No,Yes,Month-to-Month,Fiber Optic,Offer E,Mailed Check,4,2,1,0,3,70.45,1
No,No,One Year,None,Offer E,Credit Card,0,0,0,1,1,19.9,0
Yes,Yes,Two Year,Fiber Optic,None,Bank Withdrawal,4,2,3,6,5,80.95,0
Yes,No,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,4,2,0,1,3,76.45,1
No,Yes,Month-to-Month,Fiber Optic,Offer C,Bank Withdrawal,2,0,0,3,5,100.25,1
No,Yes,Two Year,Fiber Optic,None,Bank Withdrawal,1,0,0,5,5,97.2,0
No,Yes,One Year,None,None,Bank Withdrawal,0,0,0,1,1,19.9,0
No,Yes,Month-to-Month,DSL,Offer E,Credit Card,2,0,0,0,5,55.05,1
No,No,Month-to-Month,None,Offer C,Credit Card,1,0,0,3,1,19.7,0
Yes,No,Month-to-Month,Fiber Optic,None,Credit Card,4,0,0,4,3,85.5,1
No,Yes,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,1,0,0,0,3,75.3,1
No,No,One Year,None,None,Mailed Check,0,1,3,3,2,25.55,0
Yes,Yes,Two Year,Fiber Optic,None,Credit Card,2,1,3,6,7,110.1,0
Yes,Yes,One Year,Fiber Optic,Offer C,Bank Withdrawal,2,0,0,4,6,104.85,0
Yes,Yes,Two Year,Fiber Optic,None,Bank Withdrawal,2,3,1,6,6,110.6,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,2,3,2,0,5,80.0,0
No,No,Month-to-Month,Fiber Optic,Offer C,Bank Withdrawal,0,3,0,3,4,85.9,0
No,Yes,One Year,Fiber Optic,None,Credit Card,1,0,0,6,6,105.65,1
No,Yes,Two Year,None,Offer C,Credit Card,1,0,0,4,1,18.55,0
No,Yes,Month-to-Month,Fiber Optic,None,Credit Card,3,0,0,4,3,70.35,0
No,No,Two Year,None,None,Mailed Check,0,3,3,6,1,19.45,0
Yes,Yes,One Year,Fiber Optic,Offer B,Credit Card,0,0,0,4,7,90.65,0
No,No,Month-to-Month,Fiber Optic,None,Bank Withdrawal,1,1,1,3,5,87.45,1
Yes,Yes,Month-to-Month,Cable,None,Bank Withdrawal,2,3,3,5,5,48.7,0
Yes,Yes,Two Year,Cable,None,Credit Card,0,2,3,4,8,92.9,0
No,Yes,Two Year,Fiber Optic,None,Bank Withdrawal,3,1,3,6,5,104.3,0
No,Yes,Two Year,DSL,None,Credit Card,3,0,0,4,5,53.85,0
Yes,No,One Year,Fiber Optic,Offer B,Mailed Check,3,1,1,4,8,113.3,0
Yes,Yes,Two Year,Fiber Optic,Offer A,Bank Withdrawal,0,0,0,6,8,113.65,0
No,Yes,Month-to-Month,DSL,None,Credit Card,2,0,0,0,3,55.0,1
No,No,Two Year,None,None,Bank Withdrawal,0,3,0,4,1,19.8,0
No,Yes,Month-to-Month,Fiber Optic,Offer D,Bank Withdrawal,2,0,0,2,4,93.5,0
No,Yes,One Year,Fiber Optic,Offer B,Credit Card,1,1,3,5,5,100.75,0
No,Yes,Month-to-Month,Fiber Optic,Offer B,Credit Card,1,3,2,5,6,96.95,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,3,0,0,0,3,69.35,1
Yes,Yes,Month-to-Month,Fiber Optic,Offer B,Bank Withdrawal,3,1,2,5,6,94.75,0
No,Yes,Month-to-Month,Fiber Optic,None,Mailed Check,2,0,0,0,4,74.75,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,2,0,0,1,3,70.0,1
Yes,No,Month-to-Month,Fiber Optic,None,Bank Withdrawal,3,1,3,2,5,80.75,0
No,No,Month-to-Month,Cable,Offer E,Bank Withdrawal,4,3,1,0,3,46.0,1
No,Yes,Month-to-Month,Fiber Optic,Offer D,Bank Withdrawal,4,1,1,2,3,80.45,1
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,2,0,0,0,3,70.6,1
No,No,Month-to-Month,None,Offer E,Credit Card,1,2,0,1,1,20.4,0
No,No,One Year,DSL,None,Bank Withdrawal,3,1,3,3,6,70.25,0
No,Yes,Month-to-Month,Fiber Optic,Offer C,Bank Withdrawal,4,1,1,3,6,104.9,1
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,3,0,0,2,2,70.0,1
No,No,Two Year,None,Offer B,Bank Withdrawal,3,0,0,5,2,24.9,0
No,Yes,One Year,DSL,None,Credit Card,3,2,3,2,6,78.65,0
Yes,Yes,One Year,DSL,Offer C,Bank Withdrawal,2,0,0,3,6,79.95,0
Yes,Yes,Month-to-Month,DSL,None,Bank Withdrawal,2,3,3,1,7,75.7,0
Yes,Yes,One Year,Fiber Optic,Offer B,Bank Withdrawal,1,1,3,6,7,100.15,0
No,No,Month-to-Month,None,Offer E,Bank Withdrawal,3,0,0,0,1,20.65,0
No,No,One Year,None,Offer C,Mailed Check,3,2,3,3,1,20.25,0
No,Yes,Month-to-Month,DSL,None,Credit Card,3,0,0,6,4,53.4,0
Yes,Yes,Month-to-Month,Fiber Optic,None,Credit Card,1,0,0,4,7,108.45,0
No,Yes,Month-to-Month,Fiber Optic,Offer C,Bank Withdrawal,1,0,0,3,5,80.35,1
No,No,Month-to-Month,None,None,Bank Withdrawal,3,0,0,0,1,19.95,1
No,No,Two Year,None,Offer A,Bank Withdrawal,4,1,3,6,2,23.95,0
No,Yes,Month-to-Month,DSL,Offer E,Bank Withdrawal,0,1,0,0,4,49.9,0
Yes,Yes,Two Year,Fiber Optic,None,Bank Withdrawal,3,1,1,6,7,99.15,0
No,No,Two Year,None,Offer B,Credit Card,0,0,0,5,1,19.5,0
No,Yes,Two Year,Fiber Optic,None,Bank Withdrawal,4,0,0,0,4,74.45,0
No,Yes,Month-to-Month,Cable,Offer E,Bank Withdrawal,4,0,0,0,3,69.25,1
No,Yes,Two Year,DSL,Offer B,Bank Withdrawal,4,0,0,5,4,55.0,0
No,Yes,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,4,1,1,0,5,90.6,1
No,No,Two Year,None,None,Mailed Check,2,0,0,2,1,19.6,0
No,No,Month-to-Month,DSL,None,Bank Withdrawal,1,2,1,2,4,55.15,1
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,1,1,0,3,4,89.85,0
No,No,Month-to-Month,Cable,Offer C,Bank Withdrawal,0,0,0,3,3,45.45,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,1,0,0,2,3,81.45,0
Yes,Yes,Two Year,DSL,None,Bank Withdrawal,0,1,1,5,7,84.3,0
Yes,Yes,One Year,Fiber Optic,Offer B,Mailed Check,3,1,3,5,6,104.4,0
No,No,Two Year,None,None,Credit Card,3,2,2,2,1,20.05,0
No,No,Two Year,None,None,Credit Card,3,1,2,6,1,19.3,0
Yes,No,One Year,DSL,None,Bank Withdrawal,0,0,0,6,6,64.75,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,2,3,3,3,3,86.1,0
Yes,No,Month-to-Month,Fiber Optic,Offer D,Bank Withdrawal,2,1,3,2,4,84.05,1
No,No,Two Year,Fiber Optic,None,Bank Withdrawal,2,0,0,6,7,109.2,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,1,2,3,1,4,75.85,0
No,No,One Year,None,None,Credit Card,0,2,3,6,1,19.1,0
Yes,Yes,Month-to-Month,Fiber Optic,Offer D,Mailed Check,1,2,1,2,5,87.9,0
No,No,One Year,None,None,Bank Withdrawal,4,1,0,5,2,25.2,0
No,No,One Year,None,None,Bank Withdrawal,3,1,3,6,1,20.85,0
No,Yes,Two Year,Fiber Optic,None,Bank Withdrawal,0,0,0,5,6,95.1,0
No,No,One Year,None,None,Bank Withdrawal,0,2,0,4,1,20.3,0
Yes,Yes,One Year,Fiber Optic,Offer B,Bank Withdrawal,0,0,0,4,7,99.0,0
No,Yes,Two Year,Fiber Optic,Offer B,Bank Withdrawal,4,0,0,6,5,89.6,0
Yes,Yes,Two Year,DSL,None,Credit Card,2,1,1,6,5,39.15,0
No,Yes,One Year,Fiber Optic,Offer A,Credit Card,4,1,3,6,5,105.75,0
No,No,Two Year,None,Offer A,Bank Withdrawal,1,1,1,6,2,24.25,0
No,Yes,Month-to-Month,Fiber Optic,Offer E,Credit Card,1,0,0,1,5,99.3,0
Yes,Yes,Two Year,Fiber Optic,Offer A,Bank Withdrawal,0,1,2,6,6,109.65,0
Yes,Yes,Month-to-Month,Fiber Optic,None,Credit Card,4,0,0,2,5,96.3,1
No,No,Month-to-Month,None,Offer E,Mailed Check,3,1,0,0,1,19.35,1
Yes,No,One Year,DSL,Offer A,Mailed Check,0,1,3,6,7,75.1,0
No,Yes,One Year,None,Offer C,Credit Card,3,2,0,3,1,20.15,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,0,0,0,6,6,105.9,1
Yes,Yes,Month-to-Month,DSL,Offer B,Bank Withdrawal,2,0,0,4,6,74.65,0
No,Yes,Month-to-Month,DSL,None,Credit Card,4,1,3,2,4,34.3,0
No,No,Two Year,None,None,Credit Card,3,0,0,4,1,20.65,0
No,Yes,One Year,DSL,None,Credit Card,1,2,2,3,5,55.1,0
No,No,Two Year,Fiber Optic,Offer A,Credit Card,1,2,3,6,6,110.9,0
Yes,Yes,Two Year,Fiber Optic,None,Credit Card,0,2,0,3,8,116.15,0
No,No,Month-to-Month,DSL,Offer D,Credit Card,2,0,0,1,2,45.2,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,2,0,0,1,4,76.25,0
Yes,Yes,Two Year,Cable,None,Credit Card,2,0,0,6,8,81.5,0
No,Yes,Month-to-Month,Fiber Optic,None,Credit Card,3,0,0,2,5,80.55,0
No,No,Two Year,None,None,Credit Card,3,2,3,4,1,20.25,0
No,Yes,Month-to-Month,DSL,Offer E,Credit Card,3,0,0,0,4,50.8,0
No,Yes,Month-to-Month,Fiber Optic,Offer D,Bank Withdrawal,3,3,3,2,3,80.15,0
No,Yes,One Year,Fiber Optic,Offer C,Bank Withdrawal,3,2,3,3,3,70.4,0
No,Yes,Month-to-Month,DSL,None,Bank Withdrawal,4,0,0,0,3,30.4,1
No,No,Month-to-Month,DSL,None,Credit Card,3,2,3,3,6,80.1,0
Yes,No,Two Year,DSL,None,Credit Card,2,0,0,2,6,54.85,0
Yes,No,Two Year,Cable,Offer B,Bank Withdrawal,1,2,3,6,4,48.7,0
Yes,Yes,One Year,DSL,Offer B,Credit Card,2,0,0,4,6,62.55,0
No,Yes,Two Year,Fiber Optic,Offer A,Bank Withdrawal,2,1,3,6,5,93.15,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,1,0,0,3,4,76.05,0
No,Yes,Month-to-Month,Fiber Optic,Offer D,Bank Withdrawal,2,0,0,2,4,83.2,1
No,No,Month-to-Month,None,Offer E,Credit Card,3,1,0,0,1,20.2,0
Yes,No,Two Year,DSL,Offer B,Credit Card,3,1,3,5,7,85.5,0
No,Yes,One Year,Cable,None,Credit Card,0,0,0,4,5,65.4,1
No,Yes,Month-to-Month,Fiber Optic,None,Credit Card,0,0,0,0,4,85.45,1
No,Yes,Month-to-Month,None,None,Bank Withdrawal,0,2,1,2,2,25.25,0
No,Yes,Month-to-Month,None,Offer E,Credit Card,2,0,0,0,1,20.0,0
No,Yes,Month-to-Month,None,Offer E,Credit Card,3,0,0,0,1,19.75,0
Yes,No,Month-to-Month,Fiber Optic,None,Credit Card,2,1,1,3,4,94.65,1
Yes,Yes,Two Year,Cable,Offer B,Bank Withdrawal,0,3,2,5,6,86.75,0
Yes,No,One Year,Cable,Offer B,Credit Card,1,2,1,4,4,35.4,0
No,No,Month-to-Month,None,Offer D,Credit Card,3,1,0,2,2,24.7,0
Yes,No,One Year,DSL,Offer B,Bank Withdrawal,2,0,0,6,5,56.15,0
Yes,Yes,Two Year,Fiber Optic,Offer A,Credit Card,3,0,0,6,8,111.95,0
No,Yes,One Year,DSL,Offer C,Bank Withdrawal,4,2,3,3,5,76.05,0
No,Yes,Month-to-Month,Cable,None,Bank Withdrawal,4,1,1,4,3,39.3,1
No,No,One Year,Cable,Offer A,Bank Withdrawal,1,1,1,6,6,87.4,1
Yes,No,Month-to-Month,DSL,None,Mailed Check,0,0,0,6,5,54.45,0
Yes,Yes,Two Year,DSL,None,Bank Withdrawal,2,1,1,4,6,78.8,0
Yes,Yes,Month-to-Month,Fiber Optic,Offer A,Bank Withdrawal,0,1,2,6,7,107.7,0
No,Yes,Month-to-Month,Fiber Optic,Offer D,Credit Card,4,0,0,1,2,79.15,0
Yes,Yes,Month-to-Month,DSL,None,Credit Card,1,0,0,0,5,64.4,0
No,Yes,Two Year,Fiber Optic,Offer C,Bank Withdrawal,4,0,0,3,4,93.6,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,4,1,1,2,5,98.75,1
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,3,1,1,1,4,84.9,1
No,Yes,Month-to-Month,DSL,None,Credit Card,1,0,0,3,4,49.3,0
Yes,No,One Year,Fiber Optic,Offer C,Credit Card,3,0,0,3,8,116.25,0
Yes,No,Month-to-Month,Cable,Offer E,Credit Card,3,3,1,1,4,55.9,1
No,No,One Year,None,None,Credit Card,4,1,2,1,1,19.85,0
No,No,Month-to-Month,None,Offer C,Bank Withdrawal,1,0,0,3,1,19.9,0
No,No,Month-to-Month,Fiber Optic,Offer D,Bank Withdrawal,0,2,0,1,4,85.95,0
No,No,Month-to-Month,Fiber Optic,None,Bank Withdrawal,1,0,0,3,6,107.55,0
Yes,Yes,Two Year,DSL,None,Bank Withdrawal,3,0,0,6,7,86.5,0
No,No,Month-to-Month,DSL,None,Bank Withdrawal,2,0,0,3,4,34.3,0
No,Yes,One Year,Cable,Offer D,Credit Card,0,1,1,2,5,75.3,1
No,Yes,Month-to-Month,None,None,Bank Withdrawal,1,3,0,0,1,19.6,1
No,Yes,Month-to-Month,Fiber Optic,Offer C,Bank Withdrawal,3,0,0,3,5,84.85,0
No,Yes,Month-to-Month,Fiber Optic,None,Credit Card,3,1,2,3,4,91.5,0
No,No,One Year,Fiber Optic,Offer C,Credit Card,4,0,0,3,2,70.0,0
No,No,One Year,Cable,None,Bank Withdrawal,4,1,3,5,4,51.65,0
No,Yes,Month-to-Month,DSL,Offer E,Credit Card,3,0,0,0,3,44.3,0
No,No,Two Year,None,None,Credit Card,1,3,3,3,1,20.1,0
No,Yes,Month-to-Month,None,None,Credit Card,3,0,0,0,1,19.3,1
Yes,Yes,Two Year,Fiber Optic,None,Credit Card,1,2,2,6,7,109.5,0
No,Yes,Month-to-Month,Fiber Optic,None,Credit Card,0,1,1,2,2,80.0,0
Yes,Yes,One Year,Fiber Optic,None,Credit Card,1,0,0,5,5,100.05,0
No,Yes,One Year,Fiber Optic,None,Bank Withdrawal,4,1,1,6,6,106.25,1
No,No,Month-to-Month,DSL,None,Credit Card,2,2,3,3,3,50.6,0
Yes,No,Two Year,Cable,None,Bank Withdrawal,3,0,0,6,8,68.75,0
No,Yes,Month-to-Month,Cable,None,Bank Withdrawal,3,0,0,5,5,64.65,0
No,No,Month-to-Month,Cable,Offer E,Credit Card,3,0,0,0,3,43.95,1
No,No,Two Year,None,None,Bank Withdrawal,2,2,3,4,1,20.25,0
No,Yes,Month-to-Month,DSL,Offer E,Credit Card,4,0,0,0,5,56.55,0
No,No,Month-to-Month,None,None,Mailed Check,2,2,3,2,1,20.2,0
No,Yes,Month-to-Month,Fiber Optic,Offer D,Bank Withdrawal,4,0,0,2,4,94.45,1
No,Yes,Two Year,Fiber Optic,Offer A,Bank Withdrawal,2,3,2,6,7,112.25,0
No,Yes,Month-to-Month,Fiber Optic,None,Credit Card,3,0,0,4,6,104.5,1
No,Yes,Month-to-Month,Cable,None,Bank Withdrawal,4,0,0,1,2,29.65,1
No,No,Two Year,None,Offer A,Bank Withdrawal,1,2,1,6,1,19.8,0
No,Yes,Month-to-Month,Cable,Offer C,Bank Withdrawal,2,0,0,4,4,34.85,0
Yes,Yes,Month-to-Month,DSL,None,Mailed Check,0,1,0,4,5,55.25,1
No,No,Month-to-Month,None,Offer E,Credit Card,1,0,0,0,1,19.4,0
No,No,Month-to-Month,None,Offer E,Bank Withdrawal,0,0,0,1,1,20.0,1
No,Yes,Two Year,Cable,None,Credit Card,2,1,3,6,4,59.8,0
No,No,One Year,None,None,Mailed Check,1,0,0,5,1,19.95,0
No,No,Two Year,None,Offer A,Credit Card,2,3,3,6,2,24.9,0
No,No,Two Year,None,Offer B,Credit Card,1,2,3,5,2,24.55,0
No,No,Month-to-Month,DSL,Offer C,Credit Card,1,2,3,3,4,49.9,0
Yes,Yes,Two Year,Fiber Optic,Offer A,Credit Card,4,1,3,6,8,116.75,0
No,Yes,Month-to-Month,None,None,Mailed Check,3,1,0,0,1,21.05,0
No,Yes,Month-to-Month,None,None,Credit Card,3,0,0,0,1,19.95,0
No,No,Month-to-Month,Cable,None,Bank Withdrawal,0,1,3,3,4,54.1,0
No,Yes,Month-to-Month,None,None,Mailed Check,3,0,0,0,1,20.2,1
Yes,No,Month-to-Month,Cable,None,Credit Card,3,1,3,0,5,55.7,0
Yes,No,Two Year,Cable,Offer A,Credit Card,4,0,0,6,7,74.1,0
Yes,No,One Year,Cable,None,Credit Card,2,1,0,4,6,70.2,0
No,Yes,One Year,Fiber Optic,Offer B,Bank Withdrawal,4,0,0,4,5,90.25,0
Yes,No,Two Year,DSL,Offer A,Bank Withdrawal,3,1,0,6,6,64.45,0
No,No,One Year,Fiber Optic,Offer D,Bank Withdrawal,3,0,0,2,4,95.7,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,2,0,0,3,4,96.2,1
No,Yes,Two Year,DSL,None,Credit Card,4,1,0,1,3,45.75,0
Yes,Yes,Month-to-Month,DSL,None,Bank Withdrawal,3,0,0,4,5,75.95,0
No,Yes,Month-to-Month,Fiber Optic,None,Mailed Check,1,0,0,0,4,74.3,0
No,No,Month-to-Month,DSL,None,Bank Withdrawal,0,0,0,0,4,50.4,0
No,Yes,Month-to-Month,Fiber Optic,Offer C,Bank Withdrawal,3,1,2,3,6,104.65,1
No,No,Month-to-Month,DSL,None,Credit Card,3,0,0,0,2,30.55,0
No,Yes,Two Year,None,None,Bank Withdrawal,3,2,0,2,2,24.0,0
No,No,One Year,Fiber Optic,None,Credit Card,3,0,0,6,4,79.6,0
No,Yes,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,1,1,1,1,2,69.35,1
No,Yes,Month-to-Month,DSL,None,Bank Withdrawal,3,0,0,1,2,24.95,0
No,No,One Year,DSL,Offer E,Bank Withdrawal,3,1,1,1,2,24.1,1
No,Yes,Month-to-Month,DSL,None,Bank Withdrawal,1,2,2,0,3,44.5,0
Yes,No,Two Year,Cable,None,Bank Withdrawal,1,2,3,2,6,68.25,0
No,Yes,Month-to-Month,None,Offer E,Mailed Check,3,0,0,1,1,20.7,0
Yes,Yes,Month-to-Month,DSL,None,Credit Card,0,0,0,0,5,55.8,0
No,No,Month-to-Month,DSL,Offer E,Bank Withdrawal,2,1,3,0,5,65.6,0
Yes,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,0,0,0,3,6,105.5,0
No,Yes,Two Year,None,None,Bank Withdrawal,3,0,0,3,1,19.55,0
Yes,No,One Year,DSL,Offer C,Credit Card,3,0,0,4,6,70.6,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,4,1,1,6,4,89.95,1
No,Yes,Month-to-Month,Cable,Offer E,Bank Withdrawal,1,0,0,0,3,89.55,1
Yes,Yes,One Year,Fiber Optic,Offer B,Bank Withdrawal,4,1,3,5,6,93.65,0
No,Yes,One Year,DSL,None,Bank Withdrawal,3,0,0,4,6,80.55,0
No,Yes,Month-to-Month,Cable,None,Bank Withdrawal,1,1,1,3,4,91.15,1
No,Yes,Month-to-Month,Fiber Optic,Offer D,Bank Withdrawal,1,1,1,1,3,70.3,1
No,Yes,Two Year,Fiber Optic,Offer E,Credit Card,4,0,0,0,3,71.45,0
No,Yes,Month-to-Month,Fiber Optic,None,Credit Card,2,0,0,2,3,81.9,0
Yes,Yes,One Year,Cable,Offer B,Credit Card,3,0,0,5,5,78.75,0
No,Yes,Two Year,Fiber Optic,Offer A,Bank Withdrawal,3,2,3,6,7,98.65,0
Yes,Yes,One Year,DSL,Offer C,Mailed Check,0,0,0,3,3,50.6,0
No,Yes,Month-to-Month,Cable,Offer E,Mailed Check,3,0,0,0,3,50.6,1
No,Yes,Month-to-Month,Fiber Optic,Offer C,Credit Card,3,0,0,3,4,73.95,1
No,No,Two Year,Fiber Optic,None,Credit Card,4,1,2,6,6,105.4,0
No,Yes,Two Year,None,None,Credit Card,1,0,0,5,2,25.3,0
No,Yes,Two Year,Fiber Optic,None,Credit Card,3,0,0,6,6,86.4,0
No,Yes,One Year,Fiber Optic,Offer D,Credit Card,0,2,0,2,6,104.15,0
No,No,Month-to-Month,None,Offer E,Credit Card,1,2,2,1,1,20.45,0
No,Yes,One Year,None,None,Credit Card,3,0,0,1,1,19.8,0
Yes,No,Month-to-Month,Fiber Optic,None,Bank Withdrawal,1,1,2,4,5,91.7,0
No,No,Two Year,None,Offer D,Credit Card,3,0,0,1,1,20.4,0
No,Yes,Two Year,Fiber Optic,Offer B,Credit Card,4,1,3,6,6,105.85,0
No,No,Month-to-Month,None,None,Credit Card,2,0,0,2,1,19.6,0
Yes,Yes,Two Year,Fiber Optic,Offer A,Credit Card,0,1,3,6,7,110.65,0
No,No,Two Year,None,None,Credit Card,0,2,3,5,2,25.25,0
Yes,No,One Year,Fiber Optic,None,Credit Card,3,1,2,2,6,105.95,1
No,Yes,One Year,Fiber Optic,Offer B,Credit Card,3,3,3,5,6,95.7,0
No,Yes,One Year,None,None,Credit Card,1,0,0,0,1,19.45,0
Yes,Yes,One Year,Fiber Optic,None,Bank Withdrawal,2,1,1,3,5,103.75,1
No,No,Month-to-Month,Fiber Optic,None,Bank Withdrawal,2,1,1,2,3,80.85,1
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,3,0,0,4,5,106.3,1
Yes,No,Month-to-Month,DSL,None,Credit Card,3,2,0,3,4,45.8,0
No,Yes,Two Year,Fiber Optic,None,Bank Withdrawal,4,0,0,4,3,91.55,0
No,Yes,Month-to-Month,Cable,Offer E,Bank Withdrawal,2,0,0,0,3,29.6,1
Yes,Yes,Two Year,DSL,None,Bank Withdrawal,4,1,3,5,7,85.65,0
No,No,One Year,DSL,None,Bank Withdrawal,1,2,0,4,4,54.85,0
